MR;Type;STC;FUTCs;LocalDistance
MR211;DISJOINT_EXTEND;Test-53;1;1
MR5;DISJOINT_EXTEND;Test-03;1;1
MR103;EQUIVALENCE_EXTEND;Test-24;1;2
MR232;DISJOINT_EXTEND;Test-59;1;1
MR7;DISJOINT_EXTEND;Test-03;1;1
MR36;EQUIVALENCE_EXTEND;Test-08;1;3
MR132;DISJOINT_EXTEND;Test-31;1;1
MR65;EQUIVALENCE_EXTEND;Test-15;1;4
MR80;DISJOINT_EXTEND;Test-20;1;1
MR106;DISJOINT_EXTEND;Test-25;2;2
MR82;DISJOINT_EXTEND;Test-20;1;1
MR22;DISJOINT_EXTEND;Test-06;1;1
MR12;DISJOINT_EXTEND;Test-04;1;1
MR46;EQUIVALENCE_EXTEND;Test-10;1;1
MR115;DISJOINT_EXTEND;Test-27;1;1
MR2;DISJOINT_EXTEND;Test-02;1;1
MR59;DISJOINT_EXTEND;Test-15;1;1
MR78;EQUIVALENCE_EXTEND;Test-19;1;1
MR120;EQUIVALENCE_EXTEND;Test-28;1;3
MR91;DISJOINT_EXTEND;Test-23;1;1
MR42;DISJOINT_EXTEND;Test-10;1;1
MR85;EQUIVALENCE_EXTEND;Test-20;1;2
MR72;EQUIVALENCE_EXTEND;Test-16;1;1
MR178;EQUIVALENCE_EXTEND;Test-42;1;1
MR100;DISJOINT_EXTEND;Test-24;1;1
MR68;DISJOINT_EXTEND;Test-16;1;1
MR223;EQUIVALENCE_EXTEND;Test-56;2;2
MR181;DISJOINT_EXTEND;Test-43;2;2
MR44;EQUIVALENCE_EXTEND;Test-10;1;1
MR187;DISJOINT_EXTEND;Test-44;2;2
MR191;EQUIVALENCE_EXTEND;Test-44;1;1
MR177;EQUIVALENCE_EXTEND;Test-42;1;2
MR202;EQUIVALENCE_EXTEND;Test-49;2;3
MR216;EQUIVALENCE_EXTEND;Test-53;1;2
MR70;EQUIVALENCE_EXTEND;Test-16;2;3
MR233;DISJOINT_EXTEND;Test-59;1;1
MR205;DISJOINT_EXTEND;Test-51;1;1
MR92;DISJOINT_EXTEND;Test-23;1;1
MR197;DISJOINT_EXTEND;Test-49;1;1
MR119;EQUIVALENCE_EXTEND;Test-28;1;1
MR88;DISJOINT_EXTEND;Test-21;1;1
MR10;DISJOINT_EXTEND;Test-04;1;1
MR125;DISJOINT_EXTEND;Test-29;1;1
MR212;DISJOINT_EXTEND;Test-53;1;1
MR172;DISJOINT_EXTEND;Test-41;1;1
MR144;DISJOINT_EXTEND;Test-33;2;2
MR56;EQUIVALENCE_EXTEND;Test-13;1;2
MR244;EQUIVALENCE_EXTEND;Test-62;3;4
MR93;DISJOINT_EXTEND;Test-23;1;1
MR26;EQUIVALENCE_EXTEND;Test-06;1;1
MR210;EQUIVALENCE_EXTEND;Test-52;1;1
MR158;EQUIVALENCE_EXTEND;Test-36;1;1
MR236;DISJOINT_EXTEND;Test-60;2;2
MR214;DISJOINT_EXTEND;Test-53;2;2
MR200;EQUIVALENCE_EXTEND;Test-49;1;3
MR171;DISJOINT_EXTEND;Test-40;1;1
MR34;DISJOINT_EXTEND;Test-08;2;2
MR76;DISJOINT_EXTEND;Test-19;1;1
MR229;DISJOINT_EXTEND;Test-58;2;2
MR116;DISJOINT_EXTEND;Test-27;2;2
MR206;DISJOINT_EXTEND;Test-52;1;1
MR112;DISJOINT_EXTEND;Test-26;1;1
MR3;DISJOINT_EXTEND;Test-02;1;1
MR196;DISJOINT_EXTEND;Test-49;1;1
MR66;DISJOINT_EXTEND;Test-16;1;1
MR41;DISJOINT_EXTEND;Test-10;1;1
MR4;DISJOINT_EXTEND;Test-03;1;1
MR226;EQUIVALENCE_EXTEND;Test-56;1;2
MR165;EQUIVALENCE_EXTEND;Test-37;1;1
MR117;DISJOINT_EXTEND;Test-28;1;1
MR32;DISJOINT_EXTEND;Test-08;1;1
MR208;DISJOINT_EXTEND;Test-52;1;1
MR31;EQUIVALENCE_EXTEND;Test-07;1;3
MR131;DISJOINT_EXTEND;Test-31;1;1
MR169;DISJOINT_EXTEND;Test-39;2;2
MR224;EQUIVALENCE_EXTEND;Test-56;1;1
MR183;EQUIVALENCE_EXTEND;Test-43;1;1
MR110;DISJOINT_EXTEND;Test-26;1;1
MR21;DISJOINT_EXTEND;Test-06;1;1
MR74;DISJOINT_EXTEND;Test-18;1;1
MR122;EQUIVALENCE_EXTEND;Test-28;1;3
MR239;DISJOINT_EXTEND;Test-61;1;1
MR63;EQUIVALENCE_EXTEND;Test-15;2;3
MR77;DISJOINT_EXTEND;Test-19;1;1
MR37;EQUIVALENCE_EXTEND;Test-08;1;2
MR39;DISJOINT_EXTEND;Test-09;1;1
MR1;EQUIVALENCE_EXTEND;Test-01;1;1
