MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR58;EQUIVALENCE_EXTEND;Test-10;21;2;2;[part, forDeveloper, channelType, location, locationRadius, maxResults, onBehalfOfContentOwner, order, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCategoryId, videoDimension, videoDuration, videoEmbeddable, videoLicense];[videoCaption:any];[videoDefinition:any];[];[];[];[]
MR91;DISJOINT_EXTEND;Test-19;17;1;1;[part, eventType, location, locationRadius, maxResults, order, pageToken, safeSearch, type, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense:creativeCommon, videoSyndicated, videoType];[videoLicense:youtube];[];[];[];[];[]
MR257;DISJOINT_EXTEND;Test-64;14;1;1;[part, forMine, channelId, channelType, eventType, location, locationRadius, maxResults, relevanceLanguage, safeSearch, topicId, type, videoCaption:none, videoCategoryId];[videoCaption:closedCaption];[];[];[];[];[]
MR52;DISJOINT_EXTEND;Test-10;21;1;1;[part, forDeveloper, channelType, location, locationRadius, maxResults, onBehalfOfContentOwner, order, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCategoryId, videoDimension, videoDuration, videoEmbeddable, videoLicense:creativeCommon];[videoLicense:youtube];[];[];[];[];[]
MR69;EQUIVALENCE_EXTEND;Test-13;20;1;1;[part, forDeveloper, eventType, location, locationRadius, maxResults, onBehalfOfContentOwner, pageToken, regionCode, safeSearch, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[order:relevance];[];[];[];[];[]
MR145;EQUIVALENCE_EXTEND;Test-31;16;1;2;[part, channelId, location, locationRadius, maxResults, order, publishedBefore, publishedAfter, regionCode, type, videoCaption, videoDefinition, videoDimension, videoEmbeddable, videoSyndicated, videoType];[forDeveloper:false, safeSearch:moderate];[];[];[];[];[]
MR209;DISJOINT_EXTEND;Test-49;19;1;1;[part, channelType, eventType, location, locationRadius, order, pageToken, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoDimension:2d, videoDuration, videoSyndicated, videoType];[videoDimension:3d];[];[];[];[];[]
MR132;EQUIVALENCE_EXTEND;Test-28;18;1;3;[part, eventType, location, locationRadius, order, pageToken, q, regionCode, relevanceLanguage, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoType];[maxResults:5, safeSearch:moderate, videoSyndicated:any];[];[];[];[];[]
MR35;EQUIVALENCE_EXTEND;Test-07;14;1;1;[part, channelId, channelType, maxResults, publishedBefore, publishedAfter, regionCode, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoEmbeddable, videoType];[videoLicense:any];[];[];[];[];[]
MR220;DISJOINT_EXTEND;Test-53;19;1;1;[part, location, locationRadius, order, pageToken, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCaption, videoDefinition, videoDimension, videoDuration:short, videoLicense, videoType];[videoDuration:long];[];[];[];[];[]
MR196;DISJOINT_EXTEND;Test-44;20;1;1;[part, forDeveloper, channelType, eventType, location, locationRadius, maxResults, publishedBefore, q, safeSearch, topicId, type, videoCaption, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense:youtube, videoSyndicated, videoType];[videoLicense:creativeCommon];[];[];[];[];[]
MR250;EQUIVALENCE_EXTEND;Test-61;20;1;3;[part, forDeveloper, eventType, location, locationRadius, order, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[channelType:any, maxResults:5, videoCaption:any];[];[];[];[];[]
MR49;DISJOINT_EXTEND;Test-09;22;1;1;[part, forDeveloper, channelId, eventType, location, locationRadius, order, pageToken, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoDefinition:standard, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[videoDefinition:high];[];[];[];[];[]
MR46;DISJOINT_EXTEND;Test-09;22;1;1;[part, forDeveloper, channelId, eventType, location, locationRadius, order, pageToken, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoDefinition, videoDuration, videoEmbeddable, videoLicense:youtube, videoSyndicated, videoType];[videoLicense:creativeCommon];[];[];[];[];[]
MR12;DISJOINT_EXTEND;Test-03;23;1;1;[part, forDeveloper, channelType, eventType, location, locationRadius, maxResults, onBehalfOfContentOwner, order, pageToken, publishedAfter, q, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoDefinition, videoDimension:3d, videoEmbeddable, videoLicense, videoSyndicated, videoType];[videoDimension:2d];[];[];[];[];[]
MR202;DISJOINT_EXTEND;Test-45;17;1;1;[part, forContentOwner, channelId, channelType, eventType:live, location, locationRadius, maxResults, onBehalfOfContentOwner, publishedAfter, q, relevanceLanguage, safeSearch, topicId, type, videoCaption, videoCategoryId];[eventType:completed];[];[];[];[];[]
MR211;EQUIVALENCE_EXTEND;Test-49;19;1;1;[part, channelType, eventType, location, locationRadius, order, pageToken, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoDimension, videoDuration, videoSyndicated, videoType];[maxResults:5];[];[];[];[];[]
MR147;DISJOINT_EXTEND;Test-32;17;1;1;[part, channelType, eventType, location, locationRadius, maxResults, order, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption:closedCaption, videoCategoryId, videoEmbeddable, videoLicense, videoType];[videoCaption:none];[];[];[];[];[]
MR200;EQUIVALENCE_EXTEND;Test-44;20;1;1;[part, forDeveloper, channelType, eventType, location, locationRadius, maxResults, publishedBefore, q, safeSearch, topicId, type, videoCaption, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[order:relevance];[];[];[];[];[]
MR57;EQUIVALENCE_EXTEND;Test-10;21;2;3;[part, forDeveloper, channelType, location, locationRadius, maxResults, onBehalfOfContentOwner, order, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCategoryId, videoDimension, videoDuration, videoEmbeddable, videoLicense];[videoType:any];[videoDefinition:any, videoSyndicated:any];[];[];[];[]
MR236;DISJOINT_EXTEND;Test-58;15;1;1;[part, forContentOwner, channelType, eventType:live, location, locationRadius, maxResults, onBehalfOfContentOwner, publishedAfter, q, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId];[eventType:completed];[];[];[];[];[]
MR23;DISJOINT_EXTEND;Test-05;18;2;2;[part, channelId, channelType, eventType, order, publishedBefore, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCategoryId, videoDefinition, videoDimension, videoDuration:long, videoLicense, videoSyndicated];[videoDuration:medium];[videoDuration:short];[];[];[];[]
MR148;DISJOINT_EXTEND;Test-32;17;1;1;[part, channelType, eventType:completed, location, locationRadius, maxResults, order, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoEmbeddable, videoLicense, videoType];[eventType:live];[];[];[];[];[]
MR106;DISJOINT_EXTEND;Test-23;22;2;2;[part, forDeveloper, channelId, channelType, eventType:completed, location, locationRadius, onBehalfOfContentOwner, order, publishedBefore, publishedAfter, q, regionCode, safeSearch, topicId, type, videoCaption, videoDefinition, videoDimension, videoDuration, videoLicense, videoSyndicated];[eventType:live];[eventType:upcoming];[];[];[];[]
MR3;EQUIVALENCE_EXTEND;Test-01;8;1;2;[part, location, locationRadius, onBehalfOfContentOwner, regionCode, safeSearch, type, videoDuration];[videoEmbeddable:any, videoSyndicated:any];[];[];[];[];[]
MR70;EQUIVALENCE_EXTEND;Test-13;20;1;1;[part, forDeveloper, eventType, location, locationRadius, maxResults, onBehalfOfContentOwner, pageToken, regionCode, safeSearch, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[channelType:any];[];[];[];[];[]
MR143;EQUIVALENCE_EXTEND;Test-31;16;1;1;[part, channelId, location, locationRadius, maxResults, order, publishedBefore, publishedAfter, regionCode, type, videoCaption, videoDefinition, videoDimension, videoEmbeddable, videoSyndicated, videoType];[videoDuration:any];[];[];[];[];[]
MR258;DISJOINT_EXTEND;Test-64;14;1;1;[part, forMine, channelId, channelType, eventType:upcoming, location, locationRadius, maxResults, relevanceLanguage, safeSearch, topicId, type, videoCaption, videoCategoryId];[eventType:completed];[];[];[];[];[]
MR37;EQUIVALENCE_EXTEND;Test-07;14;2;5;[part, channelId, channelType, maxResults, publishedBefore, publishedAfter, regionCode, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoEmbeddable, videoType];[safeSearch:moderate, videoDuration:any, videoLicense:any];[forDeveloper:false, videoSyndicated:any];[];[];[];[]
MR241;DISJOINT_EXTEND;Test-59;21;1;1;[part, forDeveloper, channelType, eventType, location, locationRadius, maxResults, order, publishedBefore, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCaption, videoCategoryId, videoDefinition, videoDimension:2d, videoDuration, videoLicense, videoType];[videoDimension:3d];[];[];[];[];[]
MR154;DISJOINT_EXTEND;Test-33;19;2;2;[part, location, locationRadius, maxResults, onBehalfOfContentOwner, order, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoDimension, videoDuration:long, videoEmbeddable, videoLicense, videoSyndicated, videoType];[videoDuration:medium];[videoDuration:short];[];[];[];[]
MR90;DISJOINT_EXTEND;Test-19;17;1;1;[part, eventType, location, locationRadius, maxResults, order, pageToken, safeSearch, type, videoCategoryId, videoDefinition:high, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[videoDefinition:standard];[];[];[];[];[]
MR88;DISJOINT_EXTEND;Test-19;17;2;2;[part, eventType, location, locationRadius, maxResults, order, pageToken, safeSearch, type, videoCategoryId, videoDefinition, videoDimension, videoDuration:medium, videoEmbeddable, videoLicense, videoSyndicated, videoType];[videoDuration:long];[videoDuration:short];[];[];[];[]
MR183;DISJOINT_EXTEND;Test-42;18;1;1;[part, channelType, eventType, maxResults, onBehalfOfContentOwner, order, publishedBefore, publishedAfter, q, relevanceLanguage, type, videoCategoryId, videoDefinition, videoDimension:2d, videoDuration, videoEmbeddable, videoLicense, videoType];[videoDimension:3d];[];[];[];[];[]
MR155;DISJOINT_EXTEND;Test-33;19;1;1;[part, location, locationRadius, maxResults, onBehalfOfContentOwner, order, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType:episode];[videoType:movie];[];[];[];[];[]
MR111;DISJOINT_EXTEND;Test-24;17;1;1;[part, channelId, channelType, eventType, maxResults, pageToken, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption:none, videoCategoryId, videoDuration, videoLicense, videoSyndicated, videoType];[videoCaption:closedCaption];[];[];[];[];[]
MR20;EQUIVALENCE_EXTEND;Test-04;19;2;2;[part, channelId, channelType, eventType, location, locationRadius, maxResults, order, publishedBefore, topicId, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoType];[safeSearch:moderate];[videoSyndicated:any];[];[];[];[]
MR83;EQUIVALENCE_EXTEND;Test-16;21;1;2;[part, channelId, channelType, eventType, location, locationRadius, maxResults, publishedBefore, q, relevanceLanguage, safeSearch, topicId, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoLicense, videoSyndicated, videoType];[forDeveloper:false, order:relevance];[];[];[];[];[]
MR7;DISJOINT_EXTEND;Test-02;27;2;2;[part, forDeveloper, channelId, channelType, eventType:upcoming, location, locationRadius, maxResults, order, pageToken, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoEmbeddable, videoLicense, videoSyndicated, videoType];[eventType:completed];[eventType:live];[];[];[];[]
MR167;DISJOINT_EXTEND;Test-37;21;1;1;[part, channelType, location, locationRadius, maxResults, onBehalfOfContentOwner, pageToken, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, type, videoCaption, videoCategoryId, videoDefinition, videoDuration:medium, videoEmbeddable, videoLicense, videoSyndicated, videoType];[videoDuration:long];[];[];[];[];[]
MR54;DISJOINT_EXTEND;Test-10;21;1;1;[part, forDeveloper, channelType, location, locationRadius, maxResults, onBehalfOfContentOwner, order, publishedBefore, publishedAfter, q, regionCode, relevanceLanguage, safeSearch, topicId, type, videoCategoryId, videoDimension:2d, videoDuration, videoEmbeddable, videoLicense];[videoDimension:3d];[];[];[];[];[]
MR98;EQUIVALENCE_EXTEND;Test-20;16;1;3;[part, channelType, eventType, location, locationRadius, onBehalfOfContentOwner, order, q, relevanceLanguage, type, videoCaption, videoCategoryId, videoDefinition, videoDimension, videoDuration, videoType];[safeSearch:moderate, videoEmbeddable:any, videoSyndicated:any];[];[];[];[];[]
MR215;EQUIVALENCE_EXTEND;Test-51;11;1;1;[part, forDeveloper, channelType, location, locationRadius, onBehalfOfContentOwner, order, regionCode, relevanceLanguage, safeSearch, type];[maxResults:5];[];[];[];[];[]
