MR;Type;STC;FUTCs;LocalDistance
MR69;CONJUNCTIVE_EXTEND;Test-18;1;2
MR16;CONJUNCTIVE_EXTEND;Test-05;1;2
MR19;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR31;EQUIVALENCE_EXTEND;Test-07;1;1
MR13;DISJOINT_EXTEND;Test-04;4;4
MR42;CONJUNCTIVE_CONTRACT;Test-11;1;1
MR34;DISJOINT_EXTEND;Test-08;4;4
MR55;CONJUNCTIVE_CONTRACT;Test-14;1;2
MR62;COMPLETE_EXTEND;Test-15;6;6
MR36;DISJOINT_EXTEND;Test-09;3;3
MR5;EQUIVALENCE_EXTEND;Test-01;1;1
MR66;CONJUNCTIVE_EXTEND;Test-17;1;3
MR6;CONJUNCTIVE_EXTEND;Test-02;1;2
MR37;EQUIVALENCE_EXTEND;Test-09;1;1
MR15;CONJUNCTIVE_CONTRACT;Test-05;1;1
MR30;COMPLETE_EXTEND;Test-07;6;6
MR41;DISJOINT_EXTEND;Test-10;2;2
MR50;CONJUNCTIVE_EXTEND;Test-13;1;2
MR67;CONJUNCTIVE_CONTRACT;Test-18;1;2
MR38;CONJUNCTIVE_CONTRACT;Test-10;2;2
MR71;CONJUNCTIVE_EXTEND;Test-18;2;2
MR23;CONJUNCTIVE_EXTEND;Test-06;1;2
MR49;CONJUNCTIVE_CONTRACT;Test-13;1;2
MR1;CONJUNCTIVE_CONTRACT;Test-01;3;3
MR3;CONJUNCTIVE_EXTEND;Test-01;1;1
MR59;CONJUNCTIVE_EXTEND;Test-15;2;3
MR18;COMPLETE_EXTEND;Test-05;6;6
MR48;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR53;DISJOINT_EXTEND;Test-13;4;4
MR56;CONJUNCTIVE_EXTEND;Test-14;1;1
MR22;CONJUNCTIVE_EXTEND;Test-06;2;2
MR7;CONJUNCTIVE_EXTEND;Test-02;2;2
MR64;DISJOINT_EXTEND;Test-16;3;3
MR60;CONJUNCTIVE_EXTEND;Test-15;2;3
MR0;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR63;CONJUNCTIVE_CONTRACT;Test-16;1;2
MR14;EQUIVALENCE_EXTEND;Test-04;1;1
MR68;CONJUNCTIVE_CONTRACT;Test-18;2;2
MR24;DISJOINT_EXTEND;Test-06;5;5
MR4;DISJOINT_EXTEND;Test-01;4;4
MR28;CONJUNCTIVE_CONTRACT;Test-07;3;3
MR11;DISJOINT_EXTEND;Test-03;1;1
MR21;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR26;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR43;CONJUNCTIVE_EXTEND;Test-11;1;2
MR70;CONJUNCTIVE_EXTEND;Test-18;2;2
MR47;DISJOINT_EXTEND;Test-12;3;3
MR72;COMPLETE_EXTEND;Test-18;6;6
MR20;CONJUNCTIVE_CONTRACT;Test-06;1;2
MR29;CONJUNCTIVE_EXTEND;Test-07;1;1
MR2;CONJUNCTIVE_CONTRACT;Test-01;3;3
MR35;CONJUNCTIVE_CONTRACT;Test-09;1;2
MR44;COMPLETE_EXTEND;Test-11;6;6
MR45;CONJUNCTIVE_CONTRACT;Test-12;1;2
MR12;CONJUNCTIVE_CONTRACT;Test-04;1;1
MR9;EQUIVALENCE_EXTEND;Test-02;1;1
MR25;CONJUNCTIVE_CONTRACT;Test-07;1;3
MR8;COMPLETE_EXTEND;Test-02;6;6
MR33;CONJUNCTIVE_EXTEND;Test-08;1;1
MR65;CONJUNCTIVE_EXTEND;Test-17;2;3
MR40;CONJUNCTIVE_EXTEND;Test-10;1;1
MR17;CONJUNCTIVE_EXTEND;Test-05;2;2
MR57;DISJOINT_EXTEND;Test-14;4;4
MR54;CONJUNCTIVE_CONTRACT;Test-14;2;2
MR46;CONJUNCTIVE_EXTEND;Test-12;1;1
MR27;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR39;CONJUNCTIVE_CONTRACT;Test-10;1;1
MR52;CONJUNCTIVE_EXTEND;Test-13;2;2
MR10;CONJUNCTIVE_CONTRACT;Test-03;1;1
MR61;CONJUNCTIVE_EXTEND;Test-15;2;3
MR32;CONJUNCTIVE_CONTRACT;Test-08;2;2
MR58;EQUIVALENCE_EXTEND;Test-14;1;1
MR51;CONJUNCTIVE_EXTEND;Test-13;2;2
