MR;Type;STC;FUTCs;LocalDistance
MR43;CONJUNCTIVE_EXTEND;Test-11;2;2
MR67;CONJUNCTIVE_EXTEND;Test-18;2;2
MR44;COMPLETE_EXTEND;Test-11;6;6
MR39;CONJUNCTIVE_EXTEND;Test-10;1;1
MR25;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR62;CONJUNCTIVE_CONTRACT;Test-16;1;1
MR55;CONJUNCTIVE_EXTEND;Test-14;1;1
MR20;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR50;CONJUNCTIVE_CONTRACT;Test-13;1;2
MR61;COMPLETE_EXTEND;Test-15;6;6
MR68;CONJUNCTIVE_EXTEND;Test-18;1;2
MR23;DISJOINT_EXTEND;Test-06;3;3
MR31;CONJUNCTIVE_CONTRACT;Test-08;1;2
MR1;CONJUNCTIVE_CONTRACT;Test-01;3;3
MR45;CONJUNCTIVE_CONTRACT;Test-12;2;2
MR53;CONJUNCTIVE_EXTEND;Test-13;1;2
MR32;CONJUNCTIVE_EXTEND;Test-08;1;1
MR3;CONJUNCTIVE_EXTEND;Test-01;1;1
MR49;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR47;CONJUNCTIVE_EXTEND;Test-12;1;1
MR38;CONJUNCTIVE_CONTRACT;Test-10;1;2
MR52;CONJUNCTIVE_EXTEND;Test-13;2;2
MR70;COMPLETE_EXTEND;Test-18;6;6
MR41;CONJUNCTIVE_CONTRACT;Test-11;1;1
MR26;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR35;CONJUNCTIVE_CONTRACT;Test-09;1;2
MR63;DISJOINT_EXTEND;Test-16;4;4
MR64;CONJUNCTIVE_EXTEND;Test-17;2;3
MR17;CONJUNCTIVE_EXTEND;Test-05;1;2
MR18;COMPLETE_EXTEND;Test-05;6;6
MR22;CONJUNCTIVE_EXTEND;Test-06;2;2
MR48;DISJOINT_EXTEND;Test-12;1;1
MR4;DISJOINT_EXTEND;Test-01;1;1
MR5;EQUIVALENCE_EXTEND;Test-01;1;1
MR59;CONJUNCTIVE_EXTEND;Test-15;1;3
MR57;EQUIVALENCE_EXTEND;Test-14;1;1
MR37;EQUIVALENCE_EXTEND;Test-09;1;1
MR58;CONJUNCTIVE_EXTEND;Test-15;2;3
MR56;DISJOINT_EXTEND;Test-14;1;1
MR24;EQUIVALENCE_EXTEND;Test-06;1;1
MR7;CONJUNCTIVE_EXTEND;Test-02;2;2
MR69;CONJUNCTIVE_EXTEND;Test-18;2;2
MR36;DISJOINT_EXTEND;Test-09;1;1
MR16;CONJUNCTIVE_EXTEND;Test-05;2;2
MR40;DISJOINT_EXTEND;Test-10;5;5
MR10;CONJUNCTIVE_CONTRACT;Test-03;1;2
MR28;CONJUNCTIVE_EXTEND;Test-07;1;1
MR30;EQUIVALENCE_EXTEND;Test-07;1;1
MR27;CONJUNCTIVE_CONTRACT;Test-07;1;3
MR15;CONJUNCTIVE_CONTRACT;Test-05;1;1
MR9;EQUIVALENCE_EXTEND;Test-02;1;1
MR29;COMPLETE_EXTEND;Test-07;6;6
MR60;CONJUNCTIVE_EXTEND;Test-15;2;3
MR0;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR65;CONJUNCTIVE_CONTRACT;Test-18;1;2
MR8;COMPLETE_EXTEND;Test-02;6;6
MR13;DISJOINT_EXTEND;Test-04;4;4
MR42;CONJUNCTIVE_EXTEND;Test-11;1;2
MR54;DISJOINT_EXTEND;Test-13;3;3
MR21;CONJUNCTIVE_EXTEND;Test-06;1;2
MR11;CONJUNCTIVE_CONTRACT;Test-03;2;3
MR34;CONJUNCTIVE_CONTRACT;Test-09;1;3
MR12;DISJOINT_EXTEND;Test-03;5;5
MR51;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR33;DISJOINT_EXTEND;Test-08;1;1
MR6;CONJUNCTIVE_EXTEND;Test-02;1;2
MR66;CONJUNCTIVE_CONTRACT;Test-18;2;2
MR19;CONJUNCTIVE_CONTRACT;Test-06;1;2
MR2;CONJUNCTIVE_CONTRACT;Test-01;1;3
MR46;CONJUNCTIVE_CONTRACT;Test-12;1;1
MR14;EQUIVALENCE_EXTEND;Test-04;1;1
