MR;Type;STC;FUTCs;LocalDistance
MR52;CONJUNCTIVE_CONTRACT;Test-13;1;2
MR49;CONJUNCTIVE_CONTRACT;Test-12;2;2
MR53;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR17;CONJUNCTIVE_CONTRACT;Test-05;1;1
MR68;CONJUNCTIVE_EXTEND;Test-17;2;3
MR64;COMPLETE_EXTEND;Test-15;6;6
MR56;DISJOINT_EXTEND;Test-13;2;2
MR72;CONJUNCTIVE_EXTEND;Test-18;2;2
MR22;CONJUNCTIVE_CONTRACT;Test-06;1;2
MR35;DISJOINT_EXTEND;Test-08;5;5
MR40;CONJUNCTIVE_CONTRACT;Test-10;1;1
MR39;EQUIVALENCE_EXTEND;Test-09;1;1
MR19;CONJUNCTIVE_EXTEND;Test-05;1;2
MR62;CONJUNCTIVE_EXTEND;Test-15;1;3
MR4;DISJOINT_EXTEND;Test-01;2;2
MR30;CONJUNCTIVE_EXTEND;Test-07;1;1
MR8;CONJUNCTIVE_EXTEND;Test-02;2;2
MR43;CONJUNCTIVE_CONTRACT;Test-11;1;1
MR16;EQUIVALENCE_EXTEND;Test-04;1;1
MR34;CONJUNCTIVE_EXTEND;Test-08;1;1
MR50;CONJUNCTIVE_EXTEND;Test-12;1;1
MR61;CONJUNCTIVE_EXTEND;Test-15;2;3
MR26;DISJOINT_EXTEND;Test-06;2;2
MR1;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR66;DISJOINT_EXTEND;Test-16;3;3
MR71;CONJUNCTIVE_CONTRACT;Test-18;2;2
MR10;COMPLETE_EXTEND;Test-02;6;6
MR28;CONJUNCTIVE_CONTRACT;Test-07;1;3
MR67;CONJUNCTIVE_EXTEND;Test-17;2;3
MR32;EQUIVALENCE_EXTEND;Test-07;1;1
MR7;CONJUNCTIVE_EXTEND;Test-02;2;2
MR13;DISJOINT_EXTEND;Test-03;4;4
MR21;COMPLETE_EXTEND;Test-05;6;6
MR73;CONJUNCTIVE_EXTEND;Test-18;1;2
MR18;CONJUNCTIVE_EXTEND;Test-05;2;2
MR36;CONJUNCTIVE_CONTRACT;Test-09;1;1
MR51;DISJOINT_EXTEND;Test-12;3;3
MR25;CONJUNCTIVE_EXTEND;Test-06;2;2
MR14;CONJUNCTIVE_CONTRACT;Test-04;1;3
MR44;CONJUNCTIVE_EXTEND;Test-11;2;2
MR70;CONJUNCTIVE_CONTRACT;Test-18;1;2
MR55;CONJUNCTIVE_EXTEND;Test-13;2;2
MR23;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR29;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR37;CONJUNCTIVE_CONTRACT;Test-09;2;3
MR58;CONJUNCTIVE_EXTEND;Test-14;1;1
MR69;CONJUNCTIVE_EXTEND;Test-17;3;3
MR11;EQUIVALENCE_EXTEND;Test-02;1;1
MR60;EQUIVALENCE_EXTEND;Test-14;1;1
MR41;CONJUNCTIVE_EXTEND;Test-10;1;1
MR6;CONJUNCTIVE_CONTRACT;Test-02;1;1
MR20;CONJUNCTIVE_EXTEND;Test-05;2;2
MR31;COMPLETE_EXTEND;Test-07;6;6
MR48;CONJUNCTIVE_CONTRACT;Test-12;1;1
MR0;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR27;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR9;CONJUNCTIVE_EXTEND;Test-02;1;2
MR2;CONJUNCTIVE_CONTRACT;Test-01;1;3
MR63;CONJUNCTIVE_EXTEND;Test-15;2;3
MR57;CONJUNCTIVE_CONTRACT;Test-14;1;2
MR46;COMPLETE_EXTEND;Test-11;6;6
MR42;DISJOINT_EXTEND;Test-10;1;1
MR15;DISJOINT_EXTEND;Test-04;3;3
MR38;DISJOINT_EXTEND;Test-09;3;3
MR3;CONJUNCTIVE_EXTEND;Test-01;1;1
MR45;CONJUNCTIVE_EXTEND;Test-11;2;2
MR74;COMPLETE_EXTEND;Test-18;6;6
MR65;CONJUNCTIVE_CONTRACT;Test-16;2;3
MR54;CONJUNCTIVE_EXTEND;Test-13;1;2
MR5;EQUIVALENCE_EXTEND;Test-01;1;1
MR24;CONJUNCTIVE_EXTEND;Test-06;2;2
MR47;CONJUNCTIVE_CONTRACT;Test-12;1;2
MR12;CONJUNCTIVE_CONTRACT;Test-03;1;3
MR33;CONJUNCTIVE_CONTRACT;Test-08;1;1
MR59;DISJOINT_EXTEND;Test-14;3;3
