MR;Type;STC;FUTCs;LocalDistance
MR6;CONJUNCTIVE_EXTEND;Test-02;1;2
MR7;CONJUNCTIVE_EXTEND;Test-02;2;2
MR11;CONJUNCTIVE_CONTRACT;Test-03;1;2
MR41;CONJUNCTIVE_CONTRACT;Test-10;1;2
MR45;CONJUNCTIVE_EXTEND;Test-11;1;2
MR36;DISJOINT_EXTEND;Test-08;4;4
MR34;CONJUNCTIVE_CONTRACT;Test-08;1;1
MR55;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR18;CONJUNCTIVE_EXTEND;Test-05;2;2
MR67;DISJOINT_EXTEND;Test-16;5;5
MR53;CONJUNCTIVE_CONTRACT;Test-13;1;2
MR27;CONJUNCTIVE_CONTRACT;Test-07;1;3
MR59;DISJOINT_EXTEND;Test-13;3;3
MR69;CONJUNCTIVE_EXTEND;Test-17;2;3
MR22;CONJUNCTIVE_CONTRACT;Test-06;1;2
MR47;COMPLETE_EXTEND;Test-11;6;6
MR73;CONJUNCTIVE_EXTEND;Test-18;2;2
MR4;DISJOINT_EXTEND;Test-01;5;5
MR68;CONJUNCTIVE_EXTEND;Test-17;2;3
MR38;CONJUNCTIVE_CONTRACT;Test-09;2;2
MR40;EQUIVALENCE_EXTEND;Test-09;1;1
MR25;DISJOINT_EXTEND;Test-06;1;1
MR35;CONJUNCTIVE_EXTEND;Test-08;1;1
MR23;CONJUNCTIVE_EXTEND;Test-06;1;2
MR37;CONJUNCTIVE_CONTRACT;Test-09;1;2
MR44;CONJUNCTIVE_CONTRACT;Test-11;1;1
MR32;CONJUNCTIVE_CONTRACT;Test-08;1;1
MR50;CONJUNCTIVE_CONTRACT;Test-12;2;2
MR64;CONJUNCTIVE_EXTEND;Test-15;2;3
MR42;CONJUNCTIVE_EXTEND;Test-10;1;1
MR29;CONJUNCTIVE_EXTEND;Test-07;1;1
MR72;CONJUNCTIVE_CONTRACT;Test-18;2;2
MR33;CONJUNCTIVE_CONTRACT;Test-08;2;2
MR61;DISJOINT_EXTEND;Test-14;3;3
MR70;CONJUNCTIVE_EXTEND;Test-17;3;3
MR46;CONJUNCTIVE_EXTEND;Test-11;2;2
MR28;CONJUNCTIVE_CONTRACT;Test-07;3;3
MR26;EQUIVALENCE_EXTEND;Test-06;1;1
MR57;CONJUNCTIVE_EXTEND;Test-13;1;2
MR3;CONJUNCTIVE_EXTEND;Test-01;1;1
MR10;EQUIVALENCE_EXTEND;Test-02;1;1
MR74;CONJUNCTIVE_EXTEND;Test-18;1;2
MR21;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR71;CONJUNCTIVE_CONTRACT;Test-18;1;2
MR13;DISJOINT_EXTEND;Test-03;1;1
MR14;CONJUNCTIVE_CONTRACT;Test-04;1;3
MR65;CONJUNCTIVE_EXTEND;Test-15;2;3
MR51;CONJUNCTIVE_EXTEND;Test-12;1;1
MR17;CONJUNCTIVE_EXTEND;Test-05;1;2
MR19;CONJUNCTIVE_EXTEND;Test-05;2;2
MR30;COMPLETE_EXTEND;Test-07;6;6
MR24;CONJUNCTIVE_EXTEND;Test-06;2;2
MR39;DISJOINT_EXTEND;Test-09;3;3
MR16;EQUIVALENCE_EXTEND;Test-04;1;1
MR54;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR52;DISJOINT_EXTEND;Test-12;4;4
MR31;EQUIVALENCE_EXTEND;Test-07;1;1
MR20;COMPLETE_EXTEND;Test-05;6;6
MR8;CONJUNCTIVE_EXTEND;Test-02;2;2
MR9;COMPLETE_EXTEND;Test-02;6;6
MR66;COMPLETE_EXTEND;Test-15;6;6
MR1;CONJUNCTIVE_CONTRACT;Test-01;1;3
MR62;EQUIVALENCE_EXTEND;Test-14;1;1
MR75;COMPLETE_EXTEND;Test-18;6;6
MR48;CONJUNCTIVE_CONTRACT;Test-12;1;1
MR56;CONJUNCTIVE_EXTEND;Test-13;2;2
MR49;CONJUNCTIVE_CONTRACT;Test-12;2;2
MR43;DISJOINT_EXTEND;Test-10;2;2
MR58;CONJUNCTIVE_EXTEND;Test-13;2;2
MR63;CONJUNCTIVE_EXTEND;Test-15;1;3
MR60;CONJUNCTIVE_EXTEND;Test-14;1;1
MR2;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR5;EQUIVALENCE_EXTEND;Test-01;1;1
MR0;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR15;DISJOINT_EXTEND;Test-04;3;3
MR12;CONJUNCTIVE_CONTRACT;Test-03;1;1
