MR;Type;STC;FUTCs;LocalDistance
MR75;CONJUNCTIVE_EXTEND;Test-17;2;3
MR48;CONJUNCTIVE_CONTRACT;Test-11;1;1
MR42;CONJUNCTIVE_CONTRACT;Test-09;1;3
MR37;EQUIVALENCE_EXTEND;Test-07;1;1
MR71;COMPLETE_EXTEND;Test-15;6;6
MR39;CONJUNCTIVE_EXTEND;Test-08;1;1
MR28;CONJUNCTIVE_EXTEND;Test-06;2;2
MR31;EQUIVALENCE_EXTEND;Test-06;1;1
MR38;CONJUNCTIVE_CONTRACT;Test-08;1;2
MR8;CONJUNCTIVE_EXTEND;Test-02;1;2
MR70;CONJUNCTIVE_EXTEND;Test-15;1;3
MR7;CONJUNCTIVE_CONTRACT;Test-02;1;1
MR34;CONJUNCTIVE_CONTRACT;Test-07;1;3
MR49;CONJUNCTIVE_EXTEND;Test-11;1;2
MR68;CONJUNCTIVE_EXTEND;Test-15;3;3
MR22;CONJUNCTIVE_EXTEND;Test-05;2;2
MR46;CONJUNCTIVE_EXTEND;Test-10;1;1
MR33;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR55;CONJUNCTIVE_EXTEND;Test-12;1;1
MR32;CONJUNCTIVE_CONTRACT;Test-07;2;3
MR6;EQUIVALENCE_EXTEND;Test-01;1;1
MR15;DISJOINT_EXTEND;Test-03;2;2
MR79;CONJUNCTIVE_EXTEND;Test-18;2;2
MR3;CONJUNCTIVE_CONTRACT;Test-01;3;3
MR44;DISJOINT_EXTEND;Test-09;4;4
MR43;CONJUNCTIVE_CONTRACT;Test-09;1;2
MR20;CONJUNCTIVE_EXTEND;Test-05;2;2
MR64;CONJUNCTIVE_EXTEND;Test-14;1;1
MR62;DISJOINT_EXTEND;Test-13;1;1
MR27;CONJUNCTIVE_EXTEND;Test-06;1;2
MR10;CONJUNCTIVE_EXTEND;Test-02;2;2
MR0;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR69;CONJUNCTIVE_EXTEND;Test-15;2;3
MR66;EQUIVALENCE_EXTEND;Test-14;1;1
MR2;CONJUNCTIVE_CONTRACT;Test-01;1;3
MR74;CONJUNCTIVE_EXTEND;Test-17;2;3
MR18;EQUIVALENCE_EXTEND;Test-04;1;1
MR52;COMPLETE_EXTEND;Test-11;6;6
MR41;CONJUNCTIVE_CONTRACT;Test-09;2;3
MR40;DISJOINT_EXTEND;Test-08;3;3
MR51;CONJUNCTIVE_EXTEND;Test-11;2;2
MR77;CONJUNCTIVE_CONTRACT;Test-18;2;2
MR1;CONJUNCTIVE_CONTRACT;Test-01;2;3
MR65;DISJOINT_EXTEND;Test-14;1;1
MR19;CONJUNCTIVE_CONTRACT;Test-05;1;1
MR72;CONJUNCTIVE_CONTRACT;Test-16;1;1
MR11;COMPLETE_EXTEND;Test-02;6;6
MR25;CONJUNCTIVE_CONTRACT;Test-06;1;2
MR80;CONJUNCTIVE_EXTEND;Test-18;1;2
MR81;CONJUNCTIVE_EXTEND;Test-18;2;2
MR82;COMPLETE_EXTEND;Test-18;6;6
MR54;CONJUNCTIVE_CONTRACT;Test-12;1;2
MR4;CONJUNCTIVE_EXTEND;Test-01;1;1
MR5;DISJOINT_EXTEND;Test-01;5;5
MR73;DISJOINT_EXTEND;Test-16;5;5
MR23;COMPLETE_EXTEND;Test-05;6;6
MR13;CONJUNCTIVE_CONTRACT;Test-03;1;3
MR57;CONJUNCTIVE_CONTRACT;Test-13;1;2
MR14;CONJUNCTIVE_CONTRACT;Test-03;2;2
MR35;CONJUNCTIVE_EXTEND;Test-07;1;1
MR24;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR56;DISJOINT_EXTEND;Test-12;3;3
MR50;CONJUNCTIVE_EXTEND;Test-11;2;2
MR58;CONJUNCTIVE_CONTRACT;Test-13;2;2
MR12;EQUIVALENCE_EXTEND;Test-02;1;1
MR9;CONJUNCTIVE_EXTEND;Test-02;2;2
MR30;DISJOINT_EXTEND;Test-06;1;1
MR53;CONJUNCTIVE_CONTRACT;Test-12;1;1
MR76;CONJUNCTIVE_CONTRACT;Test-18;2;2
MR26;CONJUNCTIVE_CONTRACT;Test-06;2;2
MR36;COMPLETE_EXTEND;Test-07;6;6
MR21;CONJUNCTIVE_EXTEND;Test-05;1;2
MR47;DISJOINT_EXTEND;Test-10;3;3
MR61;CONJUNCTIVE_EXTEND;Test-13;2;2
MR29;CONJUNCTIVE_EXTEND;Test-06;2;2
MR67;CONJUNCTIVE_EXTEND;Test-15;2;3
MR63;CONJUNCTIVE_CONTRACT;Test-14;1;1
MR59;CONJUNCTIVE_EXTEND;Test-13;1;2
MR60;CONJUNCTIVE_EXTEND;Test-13;2;2
MR78;CONJUNCTIVE_CONTRACT;Test-18;1;2
MR17;DISJOINT_EXTEND;Test-04;1;1
MR45;EQUIVALENCE_EXTEND;Test-09;1;1
MR16;CONJUNCTIVE_CONTRACT;Test-04;2;3
