MR;Type;STC;FUTCs;LocalDistance
MR405;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR105;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR104;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR272;SHUFFLING_CONTRACT;Test-11;1;1
MR385;CONJUNCTIVE_CONTRACT;Test-16;3;10
MR42;CONJUNCTIVE_EXTEND;Test-02;2;6
MR248;CONJUNCTIVE_EXTEND;Test-10;2;6
MR331;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR245;CONJUNCTIVE_EXTEND;Test-10;3;6
MR144;CONJUNCTIVE_EXTEND;Test-06;3;4
MR41;CONJUNCTIVE_EXTEND;Test-02;3;6
MR0;CONJUNCTIVE_CONTRACT;Test-01;4;6
MR80;CONJUNCTIVE_CONTRACT;Test-04;3;4
MR94;CONJUNCTIVE_EXTEND;Test-04;3;9
MR176;EQUIVALENCE_EXTEND;Test-07;1;1
MR121;EQUIVALENCE_EXTEND;Test-05;1;1
MR316;CONJUNCTIVE_EXTEND;Test-13;2;5
MR212;CONJUNCTIVE_EXTEND;Test-09;1;6
MR59;CONJUNCTIVE_CONTRACT;Test-03;4;11
MR370;CONJUNCTIVE_EXTEND;Test-15;2;7
MR12;CONJUNCTIVE_EXTEND;Test-01;3;7
MR123;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR357;CONJUNCTIVE_CONTRACT;Test-15;4;6
MR231;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR86;CONJUNCTIVE_EXTEND;Test-04;1;9
MR44;CONJUNCTIVE_EXTEND;Test-02;2;6
MR277;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR379;CONJUNCTIVE_CONTRACT;Test-16;2;10
MR333;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR305;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR68;CONJUNCTIVE_EXTEND;Test-03;2;2
MR51;SHUFFLING_EXTEND;Test-02;1;1
MR381;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR410;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR92;CONJUNCTIVE_EXTEND;Test-04;3;9
MR291;CONJUNCTIVE_EXTEND;Test-12;3;5
MR54;CONJUNCTIVE_CONTRACT;Test-03;1;11
MR384;CONJUNCTIVE_CONTRACT;Test-16;3;10
MR31;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR389;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR188;CONJUNCTIVE_CONTRACT;Test-08;4;9
MR246;CONJUNCTIVE_EXTEND;Test-10;3;6
MR165;CONJUNCTIVE_EXTEND;Test-07;4;6
MR274;DISJOINT_EXTEND;Test-11;5;5
MR314;CONJUNCTIVE_EXTEND;Test-13;2;5
MR296;CONJUNCTIVE_EXTEND;Test-12;2;5
MR177;CONJUNCTIVE_CONTRACT;Test-08;4;9
MR32;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR375;SHUFFLING_CONTRACT;Test-15;1;1
MR221;CONJUNCTIVE_EXTEND;Test-09;4;6
MR193;CONJUNCTIVE_EXTEND;Test-08;3;4
MR118;CONJUNCTIVE_EXTEND;Test-05;3;7
MR38;CONJUNCTIVE_EXTEND;Test-02;4;6
MR292;CONJUNCTIVE_EXTEND;Test-12;3;5
MR362;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR88;CONJUNCTIVE_EXTEND;Test-04;4;9
MR134;CONJUNCTIVE_CONTRACT;Test-06;5;9
MR196;SHUFFLING_CONTRACT;Test-08;1;1
MR30;CONJUNCTIVE_CONTRACT;Test-02;1;7
MR306;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR220;CONJUNCTIVE_EXTEND;Test-09;2;6
MR207;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR393;CONJUNCTIVE_EXTEND;Test-16;3;3
MR386;CONJUNCTIVE_CONTRACT;Test-16;3;10
MR219;CONJUNCTIVE_EXTEND;Test-09;2;6
MR234;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR182;CONJUNCTIVE_CONTRACT;Test-08;5;9
MR97;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR184;CONJUNCTIVE_CONTRACT;Test-08;4;9
MR308;CONJUNCTIVE_CONTRACT;Test-13;2;8
MR168;CONJUNCTIVE_EXTEND;Test-07;3;6
MR244;CONJUNCTIVE_EXTEND;Test-10;3;6
MR356;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR327;EQUIVALENCE_EXTEND;Test-13;1;1
MR90;CONJUNCTIVE_EXTEND;Test-04;5;9
MR250;SHUFFLING_EXTEND;Test-10;5;5
MR240;CONJUNCTIVE_EXTEND;Test-10;2;6
MR50;SHUFFLING_CONTRACT;Test-02;1;1
MR189;CONJUNCTIVE_EXTEND;Test-08;2;4
MR259;CONJUNCTIVE_CONTRACT;Test-11;5;9
MR192;CONJUNCTIVE_EXTEND;Test-08;2;4
MR79;CONJUNCTIVE_CONTRACT;Test-04;3;4
MR239;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR401;CONJUNCTIVE_CONTRACT;Test-17;5;6
MR255;CONJUNCTIVE_CONTRACT;Test-11;2;9
MR233;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR344;CONJUNCTIVE_EXTEND;Test-14;2;5
MR330;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR329;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR404;CONJUNCTIVE_CONTRACT;Test-17;5;6
MR348;CONJUNCTIVE_EXTEND;Test-14;4;5
MR224;CONJUNCTIVE_EXTEND;Test-09;3;6
MR186;CONJUNCTIVE_CONTRACT;Test-08;2;9
MR213;CONJUNCTIVE_EXTEND;Test-09;2;6
MR187;CONJUNCTIVE_CONTRACT;Test-08;4;9
MR70;DISJOINT_EXTEND;Test-03;6;6
MR350;SHUFFLING_EXTEND;Test-14;1;1
MR338;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR282;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR423;CONJUNCTIVE_EXTEND;Test-17;3;7
MR290;CONJUNCTIVE_EXTEND;Test-12;2;5
MR387;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR106;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR285;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR37;CONJUNCTIVE_CONTRACT;Test-02;2;7
MR280;CONJUNCTIVE_CONTRACT;Test-12;1;8
MR8;CONJUNCTIVE_CONTRACT;Test-01;3;6
MR131;CONJUNCTIVE_CONTRACT;Test-06;4;9
MR136;CONJUNCTIVE_EXTEND;Test-06;1;4
MR312;CONJUNCTIVE_CONTRACT;Test-13;4;8
MR93;CONJUNCTIVE_EXTEND;Test-04;4;9
MR318;CONJUNCTIVE_EXTEND;Test-13;3;5
MR372;CONJUNCTIVE_EXTEND;Test-15;3;7
MR110;CONJUNCTIVE_EXTEND;Test-05;2;7
MR369;CONJUNCTIVE_EXTEND;Test-15;1;7
MR167;CONJUNCTIVE_EXTEND;Test-07;3;6
MR335;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR113;CONJUNCTIVE_EXTEND;Test-05;4;7
MR119;SHUFFLING_EXTEND;Test-05;2;2
MR60;CONJUNCTIVE_CONTRACT;Test-03;4;11
