MR;Type;STC;FUTCs;LocalDistance
MR283;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR6;CONJUNCTIVE_CONTRACT;Test-01;3;6
MR134;SHUFFLING_EXTEND;Test-06;3;3
MR245;CONJUNCTIVE_CONTRACT;Test-11;2;9
MR296;CONJUNCTIVE_EXTEND;Test-13;3;5
MR60;CONJUNCTIVE_EXTEND;Test-03;1;2
MR385;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR331;CONJUNCTIVE_CONTRACT;Test-15;1;6
MR341;CONJUNCTIVE_EXTEND;Test-15;3;7
MR257;DISJOINT_EXTEND;Test-11;6;6
MR223;CONJUNCTIVE_EXTEND;Test-10;3;6
MR25;CONJUNCTIVE_CONTRACT;Test-02;2;7
MR103;CONJUNCTIVE_EXTEND;Test-05;2;7
MR192;CONJUNCTIVE_CONTRACT;Test-09;5;7
MR394;CONJUNCTIVE_EXTEND;Test-17;2;7
MR318;CONJUNCTIVE_EXTEND;Test-14;4;5
MR130;CONJUNCTIVE_EXTEND;Test-06;3;4
MR29;CONJUNCTIVE_CONTRACT;Test-02;1;7
MR46;CONJUNCTIVE_CONTRACT;Test-03;3;11
MR150;CONJUNCTIVE_EXTEND;Test-07;2;6
MR98;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR264;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR310;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR278;CONJUNCTIVE_EXTEND;Test-12;2;5
MR190;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR1;CONJUNCTIVE_CONTRACT;Test-01;2;6
MR253;CONJUNCTIVE_EXTEND;Test-11;3;4
MR396;CONJUNCTIVE_EXTEND;Test-17;4;7
MR66;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR347;CONJUNCTIVE_EXTEND;Test-15;3;7
MR280;SHUFFLING_CONTRACT;Test-12;1;1
MR160;CONJUNCTIVE_CONTRACT;Test-08;2;9
MR246;CONJUNCTIVE_EXTEND;Test-11;2;4
MR68;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR138;CONJUNCTIVE_CONTRACT;Test-07;1;7
MR366;CONJUNCTIVE_CONTRACT;Test-16;2;10
MR268;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR167;CONJUNCTIVE_CONTRACT;Test-08;2;9
MR200;CONJUNCTIVE_EXTEND;Test-09;3;6
MR357;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR228;CONJUNCTIVE_EXTEND;Test-10;3;6
MR215;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR368;CONJUNCTIVE_EXTEND;Test-16;2;3
MR265;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR239;CONJUNCTIVE_CONTRACT;Test-11;3;9
MR196;CONJUNCTIVE_EXTEND;Test-09;2;6
MR41;CONJUNCTIVE_EXTEND;Test-02;4;6
MR144;CONJUNCTIVE_CONTRACT;Test-07;2;7
MR194;CONJUNCTIVE_EXTEND;Test-09;3;6
MR375;DISJOINT_EXTEND;Test-16;3;3
MR360;CONJUNCTIVE_CONTRACT;Test-16;3;10
MR181;SHUFFLING_CONTRACT;Test-08;1;1
MR312;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR189;CONJUNCTIVE_CONTRACT;Test-09;1;7
MR350;CONJUNCTIVE_EXTEND;Test-15;2;7
MR367;CONJUNCTIVE_EXTEND;Test-16;3;3
MR285;CONJUNCTIVE_CONTRACT;Test-13;1;8
MR398;EQUIVALENCE_EXTEND;Test-17;1;1
MR267;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR221;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR143;CONJUNCTIVE_CONTRACT;Test-07;2;7
MR392;CONJUNCTIVE_EXTEND;Test-17;1;7
MR349;CONJUNCTIVE_EXTEND;Test-15;1;7
MR333;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR188;CONJUNCTIVE_CONTRACT;Test-09;4;7
MR120;CONJUNCTIVE_CONTRACT;Test-06;5;9
MR105;CONJUNCTIVE_EXTEND;Test-05;2;7
MR258;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR256;SHUFFLING_EXTEND;Test-11;5;5
MR72;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR7;CONJUNCTIVE_CONTRACT;Test-01;3;6
MR9;CONJUNCTIVE_CONTRACT;Test-01;2;6
MR186;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR108;CONJUNCTIVE_EXTEND;Test-05;3;7
MR122;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR74;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR276;CONJUNCTIVE_EXTEND;Test-12;2;5
MR185;CONJUNCTIVE_CONTRACT;Test-09;3;7
MR351;CONJUNCTIVE_EXTEND;Test-15;2;7
MR338;CONJUNCTIVE_CONTRACT;Test-15;5;6
MR168;CONJUNCTIVE_CONTRACT;Test-08;4;9
MR211;CONJUNCTIVE_CONTRACT;Test-10;4;7
MR377;CONJUNCTIVE_CONTRACT;Test-17;1;6
MR321;CONJUNCTIVE_EXTEND;Test-14;2;5
MR232;SHUFFLING_CONTRACT;Test-10;1;1
MR163;CONJUNCTIVE_CONTRACT;Test-08;3;9
MR370;CONJUNCTIVE_EXTEND;Test-16;2;3
MR36;CONJUNCTIVE_EXTEND;Test-02;2;6
MR297;CONJUNCTIVE_EXTEND;Test-13;4;5
MR356;CONJUNCTIVE_CONTRACT;Test-16;2;10
MR112;EQUIVALENCE_EXTEND;Test-05;1;1
MR78;CONJUNCTIVE_EXTEND;Test-04;2;9
MR101;CONJUNCTIVE_EXTEND;Test-05;6;7
MR300;CONJUNCTIVE_EXTEND;Test-13;2;5
MR234;CONJUNCTIVE_CONTRACT;Test-11;3;9
MR34;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR51;CONJUNCTIVE_CONTRACT;Test-03;2;11
MR383;CONJUNCTIVE_CONTRACT;Test-17;3;6
MR226;CONJUNCTIVE_EXTEND;Test-10;3;6
MR327;SHUFFLING_EXTEND;Test-14;3;3
