MR;Type;STC;FUTCs;LocalDistance
MR230;CONJUNCTIVE_EXTEND;Test-10;3;6
MR55;CONJUNCTIVE_CONTRACT;Test-03;4;11
MR367;CONJUNCTIVE_EXTEND;Test-15;2;7
MR56;CONJUNCTIVE_CONTRACT;Test-03;5;11
MR275;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR173;CONJUNCTIVE_CONTRACT;Test-08;3;9
MR268;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR227;CONJUNCTIVE_EXTEND;Test-10;2;6
MR33;CONJUNCTIVE_CONTRACT;Test-02;4;7
MR43;CONJUNCTIVE_EXTEND;Test-02;3;6
MR404;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR242;CONJUNCTIVE_CONTRACT;Test-11;1;9
MR116;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR356;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR362;CONJUNCTIVE_EXTEND;Test-15;3;7
MR377;CONJUNCTIVE_CONTRACT;Test-16;3;10
MR84;CONJUNCTIVE_EXTEND;Test-04;4;9
MR123;CONJUNCTIVE_CONTRACT;Test-06;1;9
MR260;CONJUNCTIVE_EXTEND;Test-11;3;4
MR181;CONJUNCTIVE_EXTEND;Test-08;3;4
MR149;CONJUNCTIVE_EXTEND;Test-07;3;6
MR279;CONJUNCTIVE_EXTEND;Test-12;3;5
MR310;CONJUNCTIVE_EXTEND;Test-13;3;5
MR139;CONJUNCTIVE_CONTRACT;Test-07;3;7
MR408;CONJUNCTIVE_EXTEND;Test-17;1;7
MR150;CONJUNCTIVE_EXTEND;Test-07;2;6
MR350;CONJUNCTIVE_CONTRACT;Test-15;4;6
MR225;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR302;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR31;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR152;CONJUNCTIVE_EXTEND;Test-07;2;6
MR132;CONJUNCTIVE_EXTEND;Test-06;3;4
MR290;SHUFFLING_CONTRACT;Test-12;1;1
MR104;CONJUNCTIVE_EXTEND;Test-05;2;7
MR409;CONJUNCTIVE_EXTEND;Test-17;2;7
MR211;CONJUNCTIVE_EXTEND;Test-09;2;6
MR133;CONJUNCTIVE_EXTEND;Test-06;3;4
MR247;CONJUNCTIVE_CONTRACT;Test-11;2;9
MR257;CONJUNCTIVE_EXTEND;Test-11;3;4
MR265;DISJOINT_EXTEND;Test-11;3;3
MR94;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR180;CONJUNCTIVE_EXTEND;Test-08;3;4
MR89;CONJUNCTIVE_CONTRACT;Test-05;1;6
MR79;CONJUNCTIVE_EXTEND;Test-04;3;9
MR198;CONJUNCTIVE_CONTRACT;Test-09;3;7
MR215;DISJOINT_EXTEND;Test-09;4;4
MR401;CONJUNCTIVE_CONTRACT;Test-17;3;6
MR416;CONJUNCTIVE_EXTEND;Test-17;2;7
MR134;CONJUNCTIVE_EXTEND;Test-06;2;4
MR11;CONJUNCTIVE_EXTEND;Test-01;2;7
MR142;CONJUNCTIVE_CONTRACT;Test-07;4;7
MR28;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR357;CONJUNCTIVE_EXTEND;Test-15;3;7
MR406;CONJUNCTIVE_CONTRACT;Test-17;3;6
MR369;CONJUNCTIVE_EXTEND;Test-15;3;7
MR336;CONJUNCTIVE_EXTEND;Test-14;3;5
MR366;CONJUNCTIVE_EXTEND;Test-15;3;7
MR111;DISJOINT_EXTEND;Test-05;3;3
MR277;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR184;CONJUNCTIVE_EXTEND;Test-08;2;4
MR303;CONJUNCTIVE_CONTRACT;Test-13;2;8
MR254;CONJUNCTIVE_EXTEND;Test-11;3;4
MR383;CONJUNCTIVE_CONTRACT;Test-16;1;10
MR155;CONJUNCTIVE_EXTEND;Test-07;5;6
MR10;CONJUNCTIVE_EXTEND;Test-01;3;7
MR109;CONJUNCTIVE_EXTEND;Test-05;3;7
MR160;CONJUNCTIVE_EXTEND;Test-07;4;6
MR223;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR418;EQUIVALENCE_EXTEND;Test-17;1;1
MR177;CONJUNCTIVE_EXTEND;Test-08;2;4
MR235;CONJUNCTIVE_EXTEND;Test-10;3;6
MR316;CONJUNCTIVE_EXTEND;Test-13;2;5
MR38;CONJUNCTIVE_EXTEND;Test-02;2;6
MR78;CONJUNCTIVE_EXTEND;Test-04;6;9
MR222;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR35;CONJUNCTIVE_EXTEND;Test-02;2;6
MR141;CONJUNCTIVE_CONTRACT;Test-07;1;7
MR42;CONJUNCTIVE_EXTEND;Test-02;5;6
MR322;CONJUNCTIVE_CONTRACT;Test-14;5;8
MR405;CONJUNCTIVE_CONTRACT;Test-17;3;6
MR311;CONJUNCTIVE_EXTEND;Test-13;2;5
MR340;CONJUNCTIVE_EXTEND;Test-14;3;5
MR342;SHUFFLING_EXTEND;Test-14;4;4
MR63;SHUFFLING_EXTEND;Test-03;6;6
MR137;CONJUNCTIVE_CONTRACT;Test-07;3;7
MR194;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR417;SHUFFLING_EXTEND;Test-17;3;3
MR319;EQUIVALENCE_EXTEND;Test-13;1;1
MR81;CONJUNCTIVE_EXTEND;Test-04;2;9
MR24;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR52;CONJUNCTIVE_CONTRACT;Test-03;2;11
MR203;CONJUNCTIVE_EXTEND;Test-09;1;6
MR231;CONJUNCTIVE_EXTEND;Test-10;2;6
MR183;CONJUNCTIVE_EXTEND;Test-08;2;4
MR44;CONJUNCTIVE_EXTEND;Test-02;1;6
MR151;CONJUNCTIVE_EXTEND;Test-07;4;6
MR71;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR317;SHUFFLING_EXTEND;Test-13;3;3
MR58;CONJUNCTIVE_CONTRACT;Test-03;6;10
MR363;CONJUNCTIVE_EXTEND;Test-15;5;7
MR158;CONJUNCTIVE_EXTEND;Test-07;3;6
MR300;CONJUNCTIVE_CONTRACT;Test-13;2;8
MR346;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR99;CONJUNCTIVE_EXTEND;Test-05;3;7
MR196;CONJUNCTIVE_CONTRACT;Test-09;4;7
MR407;CONJUNCTIVE_EXTEND;Test-17;3;7
MR323;CONJUNCTIVE_CONTRACT;Test-14;4;8
MR101;CONJUNCTIVE_EXTEND;Test-05;2;7
MR157;CONJUNCTIVE_EXTEND;Test-07;4;6
MR344;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR16;CONJUNCTIVE_EXTEND;Test-01;2;7
MR261;CONJUNCTIVE_EXTEND;Test-11;2;4
MR169;CONJUNCTIVE_CONTRACT;Test-08;2;9
MR68;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR234;CONJUNCTIVE_EXTEND;Test-10;3;6
MR148;CONJUNCTIVE_CONTRACT;Test-07;4;7
MR8;CONJUNCTIVE_CONTRACT;Test-01;3;6
MR298;CONJUNCTIVE_CONTRACT;Test-13;5;8
MR400;CONJUNCTIVE_CONTRACT;Test-17;4;6
MR127;CONJUNCTIVE_EXTEND;Test-06;2;4
MR53;CONJUNCTIVE_CONTRACT;Test-03;3;11
MR83;CONJUNCTIVE_EXTEND;Test-04;1;9
MR197;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR329;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR136;SHUFFLING_EXTEND;Test-06;1;1
MR165;CONJUNCTIVE_CONTRACT;Test-08;2;9
MR57;CONJUNCTIVE_CONTRACT;Test-03;2;11
MR328;CONJUNCTIVE_CONTRACT;Test-14;4;8
MR118;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR243;CONJUNCTIVE_CONTRACT;Test-11;3;9
MR320;CONJUNCTIVE_CONTRACT;Test-14;5;8
MR191;CONJUNCTIVE_CONTRACT;Test-09;3;7
MR82;CONJUNCTIVE_EXTEND;Test-04;2;9
MR381;CONJUNCTIVE_CONTRACT;Test-16;3;10
MR274;CONJUNCTIVE_CONTRACT;Test-12;5;8
MR1;CONJUNCTIVE_CONTRACT;Test-01;2;6
MR293;CONJUNCTIVE_CONTRACT;Test-13;4;8
MR262;CONJUNCTIVE_EXTEND;Test-11;2;4
MR13;CONJUNCTIVE_EXTEND;Test-01;2;7
MR214;SHUFFLING_EXTEND;Test-09;2;2
MR337;CONJUNCTIVE_EXTEND;Test-14;3;5
MR39;CONJUNCTIVE_EXTEND;Test-02;2;6
MR389;CONJUNCTIVE_EXTEND;Test-16;2;3
MR131;CONJUNCTIVE_EXTEND;Test-06;2;4
MR354;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR248;CONJUNCTIVE_CONTRACT;Test-11;3;9
MR146;CONJUNCTIVE_CONTRACT;Test-07;3;7
MR18;CONJUNCTIVE_EXTEND;Test-01;1;7
MR126;CONJUNCTIVE_EXTEND;Test-06;3;4
MR193;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR309;CONJUNCTIVE_EXTEND;Test-13;4;5
MR284;CONJUNCTIVE_EXTEND;Test-12;2;5
MR224;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR76;CONJUNCTIVE_EXTEND;Test-04;3;9
MR41;CONJUNCTIVE_EXTEND;Test-02;3;6
MR204;CONJUNCTIVE_EXTEND;Test-09;3;6
MR360;CONJUNCTIVE_EXTEND;Test-15;3;7
MR327;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR278;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR91;CONJUNCTIVE_CONTRACT;Test-05;2;6
