MR;Type;STC;FUTCs;LocalDistance
MR271;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR118;EQUIVALENCE_EXTEND;Test-05;1;1
MR161;CONJUNCTIVE_EXTEND;Test-07;3;6
MR304;CONJUNCTIVE_EXTEND;Test-13;2;5
MR38;CONJUNCTIVE_EXTEND;Test-02;1;6
MR165;EQUIVALENCE_EXTEND;Test-07;1;1
MR116;SHUFFLING_EXTEND;Test-05;3;3
MR207;CONJUNCTIVE_EXTEND;Test-09;2;6
MR172;CONJUNCTIVE_CONTRACT;Test-08;3;9
MR85;CONJUNCTIVE_EXTEND;Test-04;3;9
MR270;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR384;SHUFFLING_CONTRACT;Test-16;1;1
MR246;CONJUNCTIVE_CONTRACT;Test-11;4;9
MR67;CONJUNCTIVE_CONTRACT;Test-04;3;4
MR22;CONJUNCTIVE_EXTEND;Test-01;2;7
MR71;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR411;CONJUNCTIVE_EXTEND;Test-17;3;7
MR262;DISJOINT_EXTEND;Test-11;5;5
MR137;CONJUNCTIVE_EXTEND;Test-06;2;4
MR372;CONJUNCTIVE_CONTRACT;Test-16;2;10
MR400;CONJUNCTIVE_EXTEND;Test-17;1;7
MR7;CONJUNCTIVE_CONTRACT;Test-01;2;6
MR204;CONJUNCTIVE_EXTEND;Test-09;1;6
MR252;CONJUNCTIVE_EXTEND;Test-11;2;4
MR265;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR114;CONJUNCTIVE_EXTEND;Test-05;2;7
MR224;CONJUNCTIVE_CONTRACT;Test-10;4;7
MR264;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR284;CONJUNCTIVE_EXTEND;Test-12;2;5
MR47;DISJOINT_EXTEND;Test-02;1;1
MR57;CONJUNCTIVE_CONTRACT;Test-03;4;11
MR235;CONJUNCTIVE_EXTEND;Test-10;2;6
MR380;CONJUNCTIVE_EXTEND;Test-16;2;3
MR361;CONJUNCTIVE_EXTEND;Test-15;2;7
MR285;CONJUNCTIVE_EXTEND;Test-12;3;5
MR408;CONJUNCTIVE_EXTEND;Test-17;4;7
MR302;CONJUNCTIVE_EXTEND;Test-13;1;5
MR20;CONJUNCTIVE_EXTEND;Test-01;1;7
MR142;SHUFFLING_EXTEND;Test-06;2;2
MR56;CONJUNCTIVE_CONTRACT;Test-03;2;11
MR151;CONJUNCTIVE_CONTRACT;Test-07;2;7
MR300;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR247;CONJUNCTIVE_CONTRACT;Test-11;3;9
MR78;CONJUNCTIVE_EXTEND;Test-04;3;9
MR374;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR315;CONJUNCTIVE_CONTRACT;Test-14;1;8
MR281;CONJUNCTIVE_EXTEND;Test-12;2;5
MR366;CONJUNCTIVE_CONTRACT;Test-16;2;10
MR350;CONJUNCTIVE_EXTEND;Test-15;2;7
MR268;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR95;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR311;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR13;CONJUNCTIVE_EXTEND;Test-01;2;7
MR278;CONJUNCTIVE_EXTEND;Test-12;3;5
MR359;CONJUNCTIVE_EXTEND;Test-15;4;7
MR27;CONJUNCTIVE_CONTRACT;Test-02;2;7
MR5;CONJUNCTIVE_CONTRACT;Test-01;2;6
MR58;CONJUNCTIVE_CONTRACT;Test-03;6;11
MR36;CONJUNCTIVE_CONTRACT;Test-02;3;7
MR280;CONJUNCTIVE_EXTEND;Test-12;1;5
MR313;CONJUNCTIVE_CONTRACT;Test-14;2;8
