MR;Type;STC;FUTCs;LocalDistance
MR56;CONJUNCTIVE_CONTRACT;Test-03;4;11
MR333;CONJUNCTIVE_EXTEND;Test-14;3;5
MR15;CONJUNCTIVE_EXTEND;Test-01;1;7
MR36;CONJUNCTIVE_EXTEND;Test-02;3;6
MR239;CONJUNCTIVE_EXTEND;Test-10;2;6
MR297;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR51;CONJUNCTIVE_CONTRACT;Test-03;3;11
MR246;CONJUNCTIVE_CONTRACT;Test-11;2;9
MR247;CONJUNCTIVE_CONTRACT;Test-11;1;9
MR80;CONJUNCTIVE_EXTEND;Test-04;2;9
MR86;CONJUNCTIVE_EXTEND;Test-04;2;9
MR387;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR392;CONJUNCTIVE_CONTRACT;Test-17;3;6
MR69;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR123;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR215;CONJUNCTIVE_EXTEND;Test-09;4;6
MR304;CONJUNCTIVE_EXTEND;Test-13;2;5
MR372;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR133;CONJUNCTIVE_EXTEND;Test-06;1;4
MR145;CONJUNCTIVE_CONTRACT;Test-07;2;7
MR375;CONJUNCTIVE_EXTEND;Test-16;1;3
MR155;CONJUNCTIVE_EXTEND;Test-07;1;6
MR398;CONJUNCTIVE_EXTEND;Test-17;2;7
MR60;CONJUNCTIVE_EXTEND;Test-03;2;2
MR106;CONJUNCTIVE_EXTEND;Test-05;1;7
MR386;CONJUNCTIVE_CONTRACT;Test-17;4;6
MR1;CONJUNCTIVE_CONTRACT;Test-01;1;6
MR227;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR186;CONJUNCTIVE_EXTEND;Test-08;2;4
MR43;CONJUNCTIVE_EXTEND;Test-02;2;6
MR373;CONJUNCTIVE_CONTRACT;Test-16;4;10
MR129;CONJUNCTIVE_CONTRACT;Test-06;3;9
MR286;CONJUNCTIVE_EXTEND;Test-12;2;5
MR41;CONJUNCTIVE_EXTEND;Test-02;3;6
MR293;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR353;CONJUNCTIVE_EXTEND;Test-15;2;7
MR336;SHUFFLING_CONTRACT;Test-14;1;1
MR182;CONJUNCTIVE_EXTEND;Test-08;3;4
MR0;CONJUNCTIVE_CONTRACT;Test-01;3;6
MR226;CONJUNCTIVE_CONTRACT;Test-10;5;7
MR287;CONJUNCTIVE_EXTEND;Test-12;4;5
MR266;SHUFFLING_CONTRACT;Test-11;1;1
MR316;CONJUNCTIVE_CONTRACT;Test-14;2;8
MR339;CONJUNCTIVE_CONTRACT;Test-15;1;6
MR291;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR337;SHUFFLING_EXTEND;Test-14;4;4
MR382;DISJOINT_EXTEND;Test-16;4;4
MR139;CONJUNCTIVE_EXTEND;Test-06;2;4
MR377;CONJUNCTIVE_EXTEND;Test-16;2;3
MR363;CONJUNCTIVE_CONTRACT;Test-16;1;10
MR301;CONJUNCTIVE_EXTEND;Test-13;3;5
MR394;CONJUNCTIVE_EXTEND;Test-17;2;7
MR53;CONJUNCTIVE_CONTRACT;Test-03;5;11
MR75;CONJUNCTIVE_CONTRACT;Test-04;2;4
MR344;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR295;CONJUNCTIVE_CONTRACT;Test-13;1;8
