MR;Type;STC;FUTCs;LocalDistance
MR109;CONJUNCTIVE_EXTEND;Test-05;4;7
MR210;CONJUNCTIVE_EXTEND;Test-09;1;6
MR121;CONJUNCTIVE_CONTRACT;Test-06;3;9
MR151;CONJUNCTIVE_CONTRACT;Test-07;3;7
MR41;CONJUNCTIVE_EXTEND;Test-02;3;6
MR75;CONJUNCTIVE_CONTRACT;Test-04;3;4
MR204;CONJUNCTIVE_CONTRACT;Test-09;3;7
MR244;CONJUNCTIVE_EXTEND;Test-10;2;6
MR252;CONJUNCTIVE_CONTRACT;Test-11;2;9
MR239;CONJUNCTIVE_EXTEND;Test-10;3;6
MR23;SHUFFLING_EXTEND;Test-01;3;3
MR401;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR66;EQUIVALENCE_EXTEND;Test-03;1;1
MR403;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR33;CONJUNCTIVE_CONTRACT;Test-02;4;7
MR325;DISJOINT_EXTEND;Test-13;6;6
MR161;CONJUNCTIVE_EXTEND;Test-07;3;6
MR287;CONJUNCTIVE_EXTEND;Test-12;2;5
MR250;SHUFFLING_EXTEND;Test-10;1;1
MR253;CONJUNCTIVE_CONTRACT;Test-11;3;9
MR420;CONJUNCTIVE_EXTEND;Test-17;2;7
MR240;CONJUNCTIVE_EXTEND;Test-10;1;6
MR159;CONJUNCTIVE_EXTEND;Test-07;4;6
MR177;CONJUNCTIVE_CONTRACT;Test-08;2;9
MR127;CONJUNCTIVE_CONTRACT;Test-06;3;9
MR276;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR378;CONJUNCTIVE_CONTRACT;Test-16;6;10
MR107;CONJUNCTIVE_EXTEND;Test-05;1;7
MR365;CONJUNCTIVE_EXTEND;Test-15;2;7
MR78;CONJUNCTIVE_EXTEND;Test-04;1;9
MR407;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR208;CONJUNCTIVE_CONTRACT;Test-09;2;7
MR266;CONJUNCTIVE_EXTEND;Test-11;1;4
