MR;Type;STC;FUTCs;LocalDistance
MR48;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR30;CONJUNCTIVE_EXTEND;Test-03;2;3
MR406;CONJUNCTIVE_CONTRACT;Test-39;3;4
MR389;SHUFFLING_EXTEND;Test-36;1;1
MR452;CONJUNCTIVE_CONTRACT;Test-43;2;4
MR309;CONJUNCTIVE_CONTRACT;Test-29;3;7
MR181;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR203;CONJUNCTIVE_CONTRACT;Test-19;4;6
MR182;CONJUNCTIVE_EXTEND;Test-17;1;1
MR293;CONJUNCTIVE_CONTRACT;Test-28;3;4
MR3;CONJUNCTIVE_CONTRACT;Test-01;3;5
MR456;CONJUNCTIVE_CONTRACT;Test-43;1;4
MR72;CONJUNCTIVE_CONTRACT;Test-07;2;7
MR349;CONJUNCTIVE_EXTEND;Test-32;2;4
MR337;SHUFFLING_CONTRACT;Test-31;1;1
MR123;CONJUNCTIVE_CONTRACT;Test-12;2;5
MR240;CONJUNCTIVE_CONTRACT;Test-23;3;6
MR316;SHUFFLING_EXTEND;Test-29;1;1
MR462;SHUFFLING_CONTRACT;Test-43;1;1
MR238;SHUFFLING_EXTEND;Test-22;3;3
MR449;EQUIVALENCE_EXTEND;Test-42;1;1
MR286;CONJUNCTIVE_EXTEND;Test-27;1;4
MR315;SHUFFLING_CONTRACT;Test-29;1;1
MR64;CONJUNCTIVE_EXTEND;Test-06;1;3
MR251;CONJUNCTIVE_CONTRACT;Test-24;3;4
MR218;CONJUNCTIVE_CONTRACT;Test-21;2;5
MR161;DISJOINT_EXTEND;Test-15;1;1
MR264;CONJUNCTIVE_CONTRACT;Test-25;2;5
MR423;CONJUNCTIVE_EXTEND;Test-40;3;4
MR317;DISJOINT_EXTEND;Test-29;1;1
MR189;CONJUNCTIVE_CONTRACT;Test-18;3;4
MR464;EQUIVALENCE_EXTEND;Test-43;1;1
MR339;DISJOINT_EXTEND;Test-31;1;1
MR50;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR420;CONJUNCTIVE_CONTRACT;Test-40;3;3
MR272;CONJUNCTIVE_EXTEND;Test-26;1;4
MR281;CONJUNCTIVE_CONTRACT;Test-27;2;3
MR370;CONJUNCTIVE_CONTRACT;Test-34;3;6
MR268;CONJUNCTIVE_CONTRACT;Test-26;1;3
MR126;CONJUNCTIVE_CONTRACT;Test-12;2;5
MR175;CONJUNCTIVE_CONTRACT;Test-17;4;6
MR241;CONJUNCTIVE_CONTRACT;Test-23;3;6
MR57;SHUFFLING_EXTEND;Test-05;1;1
MR227;CONJUNCTIVE_CONTRACT;Test-22;2;5
MR385;CONJUNCTIVE_CONTRACT;Test-36;3;6
MR459;CONJUNCTIVE_EXTEND;Test-43;2;3
MR347;CONJUNCTIVE_EXTEND;Test-32;1;4
MR463;SHUFFLING_EXTEND;Test-43;5;5
MR325;CONJUNCTIVE_EXTEND;Test-30;1;2
MR115;CONJUNCTIVE_CONTRACT;Test-11;2;7
MR33;SHUFFLING_EXTEND;Test-03;4;4
MR371;CONJUNCTIVE_CONTRACT;Test-34;3;6
MR158;CONJUNCTIVE_EXTEND;Test-15;1;1
MR43;CONJUNCTIVE_EXTEND;Test-04;1;2
MR213;SHUFFLING_CONTRACT;Test-20;1;1
MR82;CONJUNCTIVE_CONTRACT;Test-08;3;5
MR231;CONJUNCTIVE_CONTRACT;Test-22;3;5
MR12;CONJUNCTIVE_CONTRACT;Test-02;4;5
MR352;SHUFFLING_EXTEND;Test-32;1;1
MR118;CONJUNCTIVE_CONTRACT;Test-11;1;7
MR178;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR107;CONJUNCTIVE_EXTEND;Test-10;2;3
MR36;CONJUNCTIVE_CONTRACT;Test-04;2;5
MR92;CONJUNCTIVE_CONTRACT;Test-09;3;5
MR84;CONJUNCTIVE_CONTRACT;Test-08;3;5
MR121;DISJOINT_EXTEND;Test-11;1;1
MR193;CONJUNCTIVE_EXTEND;Test-18;2;3
MR280;CONJUNCTIVE_CONTRACT;Test-27;2;3
MR209;CONJUNCTIVE_CONTRACT;Test-20;2;5
MR138;CONJUNCTIVE_EXTEND;Test-13;3;3
