MR;Type;STC;FUTCs;LocalDistance
MR307;COMPLETE_EXTEND;Test-28;4;4
MR224;SHUFFLING_CONTRACT;Test-21;1;1
MR114;EQUIVALENCE_EXTEND;Test-10;1;1
MR200;CONJUNCTIVE_CONTRACT;Test-19;2;6
MR191;CONJUNCTIVE_CONTRACT;Test-18;3;4
MR65;CONJUNCTIVE_EXTEND;Test-06;2;3
MR243;CONJUNCTIVE_CONTRACT;Test-23;3;6
MR55;CONJUNCTIVE_EXTEND;Test-05;1;1
MR50;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR134;CONJUNCTIVE_CONTRACT;Test-13;1;4
MR412;CONJUNCTIVE_EXTEND;Test-39;2;3
MR378;DISJOINT_EXTEND;Test-34;2;2
MR268;CONJUNCTIVE_CONTRACT;Test-26;1;3
MR446;SHUFFLING_CONTRACT;Test-42;1;1
MR400;CONJUNCTIVE_EXTEND;Test-38;3;5
MR422;CONJUNCTIVE_EXTEND;Test-40;1;4
MR244;CONJUNCTIVE_CONTRACT;Test-23;3;6
MR152;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR211;CONJUNCTIVE_EXTEND;Test-20;1;2
MR3;CONJUNCTIVE_CONTRACT;Test-01;3;5
MR82;CONJUNCTIVE_CONTRACT;Test-08;3;5
MR91;CONJUNCTIVE_CONTRACT;Test-09;2;5
MR421;CONJUNCTIVE_EXTEND;Test-40;2;4
MR220;CONJUNCTIVE_CONTRACT;Test-21;2;5
MR112;SHUFFLING_EXTEND;Test-10;4;4
MR447;SHUFFLING_EXTEND;Test-42;2;2
MR80;CONJUNCTIVE_CONTRACT;Test-08;3;5
MR153;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR405;CONJUNCTIVE_CONTRACT;Test-39;3;4
MR227;CONJUNCTIVE_CONTRACT;Test-22;2;5
MR235;CONJUNCTIVE_EXTEND;Test-22;1;2
MR229;CONJUNCTIVE_CONTRACT;Test-22;3;5
MR40;CONJUNCTIVE_CONTRACT;Test-04;2;5
MR119;CONJUNCTIVE_CONTRACT;Test-11;3;7
MR404;CONJUNCTIVE_CONTRACT;Test-39;3;4
MR438;CONJUNCTIVE_CONTRACT;Test-42;1;2
MR126;CONJUNCTIVE_CONTRACT;Test-12;2;5
MR58;COMPLETE_EXTEND;Test-05;3;3
