MR;Type;STC;FUTCs;LocalDistance
MR20;SHUFFLING_EXTEND;Test-02;1;1
MR319;CONJUNCTIVE_CONTRACT;Test-30;3;5
MR365;CONJUNCTIVE_EXTEND;Test-33;3;4
MR86;CONJUNCTIVE_CONTRACT;Test-09;1;5
MR230;CONJUNCTIVE_CONTRACT;Test-22;3;5
MR444;CONJUNCTIVE_EXTEND;Test-42;3;5
MR325;CONJUNCTIVE_EXTEND;Test-30;1;2
MR223;CONJUNCTIVE_EXTEND;Test-21;2;2
MR141;CONJUNCTIVE_EXTEND;Test-13;1;3
MR209;CONJUNCTIVE_CONTRACT;Test-20;2;5
MR233;CONJUNCTIVE_CONTRACT;Test-22;2;5
MR170;CONJUNCTIVE_EXTEND;Test-16;2;3
MR277;SHUFFLING_EXTEND;Test-26;5;5
MR281;CONJUNCTIVE_CONTRACT;Test-27;2;3
MR104;CONJUNCTIVE_CONTRACT;Test-10;2;4
MR291;SHUFFLING_EXTEND;Test-27;2;2
MR270;CONJUNCTIVE_CONTRACT;Test-26;2;3
MR71;DISJOINT_EXTEND;Test-06;1;1
MR297;CONJUNCTIVE_CONTRACT;Test-28;3;4
MR198;EQUIVALENCE_EXTEND;Test-18;1;1
MR304;CONJUNCTIVE_EXTEND;Test-28;2;3
MR302;CONJUNCTIVE_EXTEND;Test-28;2;3
MR288;CONJUNCTIVE_EXTEND;Test-27;4;4
MR360;CONJUNCTIVE_EXTEND;Test-33;2;4
MR181;CONJUNCTIVE_CONTRACT;Test-17;2;6
MR225;SHUFFLING_EXTEND;Test-21;3;3
MR210;CONJUNCTIVE_CONTRACT;Test-20;2;5
MR458;CONJUNCTIVE_EXTEND;Test-43;2;3
MR414;DISJOINT_EXTEND;Test-39;2;2
MR13;CONJUNCTIVE_CONTRACT;Test-02;3;5
MR98;DISJOINT_EXTEND;Test-09;2;2
MR255;CONJUNCTIVE_EXTEND;Test-24;2;3
MR363;CONJUNCTIVE_EXTEND;Test-33;2;4
MR445;CONJUNCTIVE_EXTEND;Test-42;2;5
MR91;CONJUNCTIVE_CONTRACT;Test-09;2;5
MR124;CONJUNCTIVE_CONTRACT;Test-12;2;5
MR439;CONJUNCTIVE_CONTRACT;Test-42;2;2
MR258;SHUFFLING_EXTEND;Test-24;5;5
MR16;CONJUNCTIVE_EXTEND;Test-02;1;2
MR309;CONJUNCTIVE_CONTRACT;Test-29;3;7
MR370;CONJUNCTIVE_CONTRACT;Test-34;3;6
MR38;CONJUNCTIVE_CONTRACT;Test-04;1;5
MR431;CONJUNCTIVE_CONTRACT;Test-41;2;4
MR238;SHUFFLING_EXTEND;Test-22;3;3
MR35;COMPLETE_EXTEND;Test-03;4;4
