MR;Type;STC;FUTCs;LocalDistance
MR77;CONJUNCTIVE_CONTRACT;Test-07;2;7
MR358;CONJUNCTIVE_CONTRACT;Test-33;2;3
MR380;CONJUNCTIVE_CONTRACT;Test-35;3;6
MR28;CONJUNCTIVE_CONTRACT;Test-03;3;4
MR141;CONJUNCTIVE_EXTEND;Test-13;1;3
MR396;CONJUNCTIVE_CONTRACT;Test-38;1;2
MR399;CONJUNCTIVE_EXTEND;Test-38;3;5
MR464;EQUIVALENCE_EXTEND;Test-43;1;1
MR81;CONJUNCTIVE_CONTRACT;Test-08;2;5
MR366;SHUFFLING_CONTRACT;Test-33;1;1
MR32;SHUFFLING_CONTRACT;Test-03;1;1
MR193;CONJUNCTIVE_EXTEND;Test-18;2;3
MR175;CONJUNCTIVE_CONTRACT;Test-17;4;6
MR352;SHUFFLING_EXTEND;Test-32;1;1
MR222;CONJUNCTIVE_EXTEND;Test-21;2;2
MR406;CONJUNCTIVE_CONTRACT;Test-39;3;4
MR54;CONJUNCTIVE_CONTRACT;Test-05;5;6
MR321;CONJUNCTIVE_CONTRACT;Test-30;3;5
MR134;CONJUNCTIVE_CONTRACT;Test-13;1;4
MR218;CONJUNCTIVE_CONTRACT;Test-21;2;5
MR121;DISJOINT_EXTEND;Test-11;1;1
MR217;CONJUNCTIVE_CONTRACT;Test-21;3;5
MR398;CONJUNCTIVE_EXTEND;Test-38;2;5
MR114;EQUIVALENCE_EXTEND;Test-10;1;1
MR257;SHUFFLING_CONTRACT;Test-24;1;1
MR450;CONJUNCTIVE_CONTRACT;Test-43;2;4
MR293;CONJUNCTIVE_CONTRACT;Test-28;3;4
MR17;CONJUNCTIVE_EXTEND;Test-02;2;2
MR100;CONJUNCTIVE_CONTRACT;Test-10;1;4
MR197;SHUFFLING_EXTEND;Test-18;4;4
MR198;EQUIVALENCE_EXTEND;Test-18;1;1
MR151;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR234;CONJUNCTIVE_EXTEND;Test-22;2;2
MR174;COMPLETE_EXTEND;Test-16;4;4
MR241;CONJUNCTIVE_CONTRACT;Test-23;3;6
MR438;CONJUNCTIVE_CONTRACT;Test-42;1;2
MR89;CONJUNCTIVE_CONTRACT;Test-09;3;5
MR266;SHUFFLING_EXTEND;Test-25;2;2
MR20;SHUFFLING_EXTEND;Test-02;1;1
MR159;SHUFFLING_CONTRACT;Test-15;1;1
MR63;CONJUNCTIVE_EXTEND;Test-06;2;3
MR423;CONJUNCTIVE_EXTEND;Test-40;3;4
MR369;EQUIVALENCE_EXTEND;Test-33;1;1
MR239;COMPLETE_EXTEND;Test-22;3;3
MR8;SHUFFLING_EXTEND;Test-01;1;1
MR457;CONJUNCTIVE_EXTEND;Test-43;1;3
MR199;CONJUNCTIVE_CONTRACT;Test-19;2;6
MR156;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR302;CONJUNCTIVE_EXTEND;Test-28;2;3
MR267;CONJUNCTIVE_CONTRACT;Test-26;2;3
MR71;DISJOINT_EXTEND;Test-06;1;1
MR311;CONJUNCTIVE_CONTRACT;Test-29;2;7
MR416;CONJUNCTIVE_CONTRACT;Test-40;2;3
MR393;CONJUNCTIVE_CONTRACT;Test-37;3;5
MR137;CONJUNCTIVE_EXTEND;Test-13;2;3
MR51;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR14;CONJUNCTIVE_CONTRACT;Test-02;2;5
MR424;CONJUNCTIVE_EXTEND;Test-40;3;4
MR305;SHUFFLING_EXTEND;Test-28;2;2
MR263;CONJUNCTIVE_CONTRACT;Test-25;3;5
MR378;DISJOINT_EXTEND;Test-34;2;2
MR163;CONJUNCTIVE_CONTRACT;Test-16;1;4
MR66;CONJUNCTIVE_EXTEND;Test-06;2;3
MR228;CONJUNCTIVE_CONTRACT;Test-22;2;5
MR306;DISJOINT_EXTEND;Test-28;2;2
MR119;CONJUNCTIVE_CONTRACT;Test-11;3;7
MR50;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR312;CONJUNCTIVE_CONTRACT;Test-29;3;7
