MR;Type;STC;FUTCs;LocalDistance
MR389;CONJUNCTIVE_CONTRACT;Test-15;4;6
MR123;CONJUNCTIVE_CONTRACT;Test-05;5;6
MR378;DISJOINT_EXTEND;Test-14;6;6
MR459;SHUFFLING_EXTEND;Test-17;5;5
MR318;CONJUNCTIVE_EXTEND;Test-12;3;4
MR292;DISJOINT_EXTEND;Test-11;1;1
MR18;CONJUNCTIVE_EXTEND;Test-01;3;4
MR388;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR230;DISJOINT_EXTEND;Test-09;2;2
MR172;CONJUNCTIVE_CONTRACT;Test-07;2;8
MR406;DISJOINT_EXTEND;Test-15;5;5
MR431;DISJOINT_EXTEND;Test-16;3;3
MR303;CONJUNCTIVE_CONTRACT;Test-12;5;8
MR357;DISJOINT_EXTEND;Test-13;1;1
MR342;CONJUNCTIVE_EXTEND;Test-13;2;4
MR340;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR264;DISJOINT_EXTEND;Test-10;2;2
MR7;CONJUNCTIVE_CONTRACT;Test-01;3;8
MR449;CONJUNCTIVE_CONTRACT;Test-17;3;8
MR305;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR194;CONJUNCTIVE_CONTRACT;Test-08;4;7
MR324;DISJOINT_EXTEND;Test-12;4;4
MR495;COMPLETE_EXTEND;Test-18;5;5
MR103;CONJUNCTIVE_EXTEND;Test-04;1;2
MR396;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR274;CONJUNCTIVE_CONTRACT;Test-11;3;8
MR188;CONJUNCTIVE_CONTRACT;Test-08;3;7
MR253;CONJUNCTIVE_EXTEND;Test-10;2;5
MR27;DISJOINT_EXTEND;Test-01;3;3
MR432;DISJOINT_EXTEND;Test-16;1;1
MR72;CONJUNCTIVE_EXTEND;Test-03;2;5
MR144;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR281;CONJUNCTIVE_CONTRACT;Test-11;2;8
MR286;CONJUNCTIVE_EXTEND;Test-11;2;3
MR94;CONJUNCTIVE_CONTRACT;Test-04;1;9
MR455;CONJUNCTIVE_EXTEND;Test-17;2;4
MR164;CONJUNCTIVE_CONTRACT;Test-07;4;8
MR66;CONJUNCTIVE_CONTRACT;Test-03;3;7
MR168;CONJUNCTIVE_CONTRACT;Test-07;2;8
MR475;CONJUNCTIVE_CONTRACT;Test-18;3;6
MR79;CONJUNCTIVE_EXTEND;Test-03;4;5
MR69;CONJUNCTIVE_CONTRACT;Test-03;1;7
MR161;DISJOINT_EXTEND;Test-06;2;2
MR434;DISJOINT_EXTEND;Test-16;2;2
MR141;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR124;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR97;CONJUNCTIVE_CONTRACT;Test-04;2;9
MR59;CONJUNCTIVE_CONTRACT;Test-03;4;7
MR65;CONJUNCTIVE_CONTRACT;Test-03;3;7
MR491;DISJOINT_EXTEND;Test-18;1;1
MR63;CONJUNCTIVE_CONTRACT;Test-03;3;7
MR393;CONJUNCTIVE_CONTRACT;Test-15;4;6
MR148;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR392;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR170;CONJUNCTIVE_CONTRACT;Test-07;3;8
MR307;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR320;CONJUNCTIVE_EXTEND;Test-12;2;4
MR76;CONJUNCTIVE_EXTEND;Test-03;1;5
MR248;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR291;DISJOINT_EXTEND;Test-11;3;3
MR412;COMPLETE_EXTEND;Test-15;5;5
MR74;CONJUNCTIVE_EXTEND;Test-03;2;5
MR322;DISJOINT_EXTEND;Test-12;1;1
MR306;CONJUNCTIVE_CONTRACT;Test-12;5;8
MR3;CONJUNCTIVE_CONTRACT;Test-01;2;8
MR189;CONJUNCTIVE_CONTRACT;Test-08;3;7
MR341;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR443;CONJUNCTIVE_CONTRACT;Test-17;3;8
MR96;CONJUNCTIVE_CONTRACT;Test-04;3;9
MR31;CONJUNCTIVE_CONTRACT;Test-02;3;8
MR258;CONJUNCTIVE_EXTEND;Test-10;3;5
MR237;COMPLETE_EXTEND;Test-09;3;3
