MR;Type;STC;FUTCs;LocalDistance
MR55;DISJOINT_EXTEND;Test-02;4;4
MR225;CONJUNCTIVE_CONTRACT;Test-09;3;9
MR260;CONJUNCTIVE_CONTRACT;Test-10;4;7
MR242;DISJOINT_EXTEND;Test-09;1;1
MR154;CONJUNCTIVE_CONTRACT;Test-06;3;9
MR174;CONJUNCTIVE_CONTRACT;Test-07;1;8
MR61;COMPLETE_EXTEND;Test-02;5;5
MR326;CONJUNCTIVE_EXTEND;Test-12;2;4
MR122;COMPLETE_EXTEND;Test-04;3;3
MR288;CONJUNCTIVE_CONTRACT;Test-11;2;8
MR297;CONJUNCTIVE_EXTEND;Test-11;1;3
MR496;CONJUNCTIVE_EXTEND;Test-18;2;6
MR41;CONJUNCTIVE_CONTRACT;Test-02;3;8
MR441;CONJUNCTIVE_EXTEND;Test-16;1;1
MR348;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR170;DISJOINT_EXTEND;Test-06;1;1
MR270;CONJUNCTIVE_EXTEND;Test-10;4;5
MR449;DISJOINT_EXTEND;Test-16;1;1
MR361;CONJUNCTIVE_EXTEND;Test-13;3;4
MR99;CONJUNCTIVE_CONTRACT;Test-04;2;9
MR257;CONJUNCTIVE_CONTRACT;Test-10;1;7
MR351;CONJUNCTIVE_CONTRACT;Test-13;4;8
MR502;CONJUNCTIVE_EXTEND;Test-18;3;6
MR339;DISJOINT_EXTEND;Test-12;2;2
MR278;DISJOINT_EXTEND;Test-10;1;1
MR316;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR428;CONJUNCTIVE_CONTRACT;Test-16;4;11
MR440;CONJUNCTIVE_CONTRACT;Test-16;2;11
MR200;CONJUNCTIVE_CONTRACT;Test-08;4;7
MR94;COMPLETE_EXTEND;Test-03;5;5
MR245;DISJOINT_EXTEND;Test-09;1;1
MR363;CONJUNCTIVE_EXTEND;Test-13;2;4
MR302;DISJOINT_EXTEND;Test-11;1;1
MR430;CONJUNCTIVE_CONTRACT;Test-16;4;11
MR23;DISJOINT_EXTEND;Test-01;2;2
MR401;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR196;COMPLETE_EXTEND;Test-07;2;2
MR435;CONJUNCTIVE_CONTRACT;Test-16;5;11
MR188;SHUFFLING_EXTEND;Test-07;1;1
MR131;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR168;DISJOINT_EXTEND;Test-06;2;2
MR63;CONJUNCTIVE_CONTRACT;Test-03;3;7
MR453;CONJUNCTIVE_CONTRACT;Test-17;5;8
MR321;CONJUNCTIVE_EXTEND;Test-12;2;4
MR34;CONJUNCTIVE_CONTRACT;Test-02;4;8
MR308;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR197;CONJUNCTIVE_CONTRACT;Test-08;2;7
MR89;DISJOINT_EXTEND;Test-03;1;1
MR8;CONJUNCTIVE_CONTRACT;Test-01;3;8
MR251;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR248;COMPLETE_EXTEND;Test-09;5;5
