MR;Type;STC;FUTCs;LocalDistance
MR232;DISJOINT_EXTEND;Test-09;2;2
MR453;CONJUNCTIVE_EXTEND;Test-17;3;4
MR356;COMPLETE_EXTEND;Test-13;5;5
MR98;CONJUNCTIVE_CONTRACT;Test-04;4;9
MR73;CONJUNCTIVE_EXTEND;Test-03;2;5
MR193;CONJUNCTIVE_CONTRACT;Test-08;3;7
MR379;DISJOINT_EXTEND;Test-14;1;1
MR187;CONJUNCTIVE_CONTRACT;Test-08;2;7
MR409;COMPLETE_EXTEND;Test-15;2;2
MR72;CONJUNCTIVE_EXTEND;Test-03;4;5
MR192;CONJUNCTIVE_CONTRACT;Test-08;2;7
MR358;CONJUNCTIVE_CONTRACT;Test-14;4;8
MR469;CONJUNCTIVE_CONTRACT;Test-18;4;6
MR155;DISJOINT_EXTEND;Test-06;1;1
MR93;CONJUNCTIVE_CONTRACT;Test-04;2;9
MR460;DISJOINT_EXTEND;Test-17;1;1
MR443;CONJUNCTIVE_CONTRACT;Test-17;4;8
MR462;COMPLETE_EXTEND;Test-17;5;5
MR149;CONJUNCTIVE_EXTEND;Test-06;1;2
MR103;DISJOINT_EXTEND;Test-04;3;3
MR441;CONJUNCTIVE_CONTRACT;Test-17;4;8
MR60;DISJOINT_EXTEND;Test-02;2;2
MR95;CONJUNCTIVE_CONTRACT;Test-04;3;9
MR304;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR360;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR53;CONJUNCTIVE_EXTEND;Test-02;3;4
MR177;DISJOINT_EXTEND;Test-07;1;1
MR162;CONJUNCTIVE_CONTRACT;Test-07;3;8
MR84;DISJOINT_EXTEND;Test-03;2;2
MR220;CONJUNCTIVE_EXTEND;Test-09;2;3
MR456;SHUFFLING_EXTEND;Test-17;5;5
MR309;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR229;DISJOINT_EXTEND;Test-09;3;3
MR243;CONJUNCTIVE_CONTRACT;Test-10;4;7
MR205;COMPLETE_EXTEND;Test-08;2;2
MR478;CONJUNCTIVE_EXTEND;Test-18;2;6
MR27;DISJOINT_EXTEND;Test-01;3;3
MR209;CONJUNCTIVE_CONTRACT;Test-09;3;9
MR308;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR459;DISJOINT_EXTEND;Test-17;1;1
MR221;CONJUNCTIVE_EXTEND;Test-09;1;3
MR13;CONJUNCTIVE_EXTEND;Test-01;2;4
MR12;CONJUNCTIVE_CONTRACT;Test-01;4;8
MR365;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR425;DISJOINT_EXTEND;Test-16;2;2
MR410;CONJUNCTIVE_CONTRACT;Test-16;3;11
MR167;CONJUNCTIVE_CONTRACT;Test-07;4;8
MR66;CONJUNCTIVE_CONTRACT;Test-03;3;7
MR442;CONJUNCTIVE_CONTRACT;Test-17;3;8
MR382;COMPLETE_EXTEND;Test-14;5;5
MR468;CONJUNCTIVE_CONTRACT;Test-18;3;6
MR79;CONJUNCTIVE_EXTEND;Test-03;2;5
MR231;DISJOINT_EXTEND;Test-09;1;1
MR105;DISJOINT_EXTEND;Test-04;1;1
MR375;DISJOINT_EXTEND;Test-14;1;1
MR34;CONJUNCTIVE_CONTRACT;Test-02;3;8
MR283;CONJUNCTIVE_CONTRACT;Test-11;2;8
MR332;CONJUNCTIVE_CONTRACT;Test-13;1;8
MR415;CONJUNCTIVE_CONTRACT;Test-16;5;11
MR44;CONJUNCTIVE_EXTEND;Test-02;2;4
MR106;DISJOINT_EXTEND;Test-04;3;3
MR484;DISJOINT_EXTEND;Test-18;2;2
MR483;SHUFFLING_EXTEND;Test-18;6;6
MR163;CONJUNCTIVE_CONTRACT;Test-07;1;8
MR273;COMPLETE_EXTEND;Test-10;2;2
MR183;COMPLETE_EXTEND;Test-07;3;3
MR349;CONJUNCTIVE_EXTEND;Test-13;2;4
MR90;CONJUNCTIVE_CONTRACT;Test-04;2;9
MR490;COMPLETE_EXTEND;Test-18;2;2
MR325;DISJOINT_EXTEND;Test-12;1;1
MR247;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR186;CONJUNCTIVE_CONTRACT;Test-08;2;7
MR367;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR427;DISJOINT_EXTEND;Test-16;1;1
MR355;DISJOINT_EXTEND;Test-13;1;1
MR463;CONJUNCTIVE_CONTRACT;Test-18;1;6
MR74;CONJUNCTIVE_EXTEND;Test-03;2;5
MR160;CONJUNCTIVE_CONTRACT;Test-07;5;8
MR100;CONJUNCTIVE_CONTRACT;Test-04;6;9
MR452;CONJUNCTIVE_EXTEND;Test-17;3;4
MR129;DISJOINT_EXTEND;Test-05;1;1
MR28;DISJOINT_EXTEND;Test-01;6;6
MR108;DISJOINT_EXTEND;Test-04;2;2
MR275;CONJUNCTIVE_CONTRACT;Test-11;1;8
MR370;CONJUNCTIVE_CONTRACT;Test-14;4;8
MR263;DISJOINT_EXTEND;Test-10;1;1
MR46;CONJUNCTIVE_EXTEND;Test-02;3;4
MR40;CONJUNCTIVE_CONTRACT;Test-02;2;8
MR29;COMPLETE_EXTEND;Test-01;2;2
MR321;SHUFFLING_EXTEND;Test-12;4;4
MR156;COMPLETE_EXTEND;Test-06;5;5
MR467;CONJUNCTIVE_CONTRACT;Test-18;2;6
MR433;COMPLETE_EXTEND;Test-16;2;2
MR200;SHUFFLING_EXTEND;Test-08;6;6
MR286;CONJUNCTIVE_EXTEND;Test-11;2;3
MR426;DISJOINT_EXTEND;Test-16;5;5
MR42;CONJUNCTIVE_CONTRACT;Test-02;2;8
MR16;CONJUNCTIVE_EXTEND;Test-01;1;4
MR249;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR384;CONJUNCTIVE_CONTRACT;Test-15;4;6
MR190;CONJUNCTIVE_CONTRACT;Test-08;2;7
MR450;CONJUNCTIVE_EXTEND;Test-17;3;4
MR419;CONJUNCTIVE_CONTRACT;Test-16;2;11
MR112;CONJUNCTIVE_CONTRACT;Test-05;4;6
MR335;CONJUNCTIVE_CONTRACT;Test-13;6;8
MR171;CONJUNCTIVE_EXTEND;Test-07;1;1
MR274;CONJUNCTIVE_CONTRACT;Test-11;4;8
MR50;CONJUNCTIVE_EXTEND;Test-02;2;4
MR85;DISJOINT_EXTEND;Test-03;1;1
MR164;CONJUNCTIVE_CONTRACT;Test-07;3;8
