MR;Type;STC;FUTCs;LocalDistance
MR112;COMPLETE_EXTEND;Test-04;2;2
MR303;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR352;CONJUNCTIVE_EXTEND;Test-13;2;4
MR327;DISJOINT_EXTEND;Test-12;4;4
MR216;CONJUNCTIVE_CONTRACT;Test-09;2;9
MR273;DISJOINT_EXTEND;Test-10;1;1
MR496;CONJUNCTIVE_EXTEND;Test-18;3;6
MR45;CONJUNCTIVE_EXTEND;Test-02;2;4
MR256;CONJUNCTIVE_CONTRACT;Test-10;4;7
MR298;DISJOINT_EXTEND;Test-11;1;1
MR183;DISJOINT_EXTEND;Test-07;2;2
MR58;DISJOINT_EXTEND;Test-02;1;1
MR280;CONJUNCTIVE_CONTRACT;Test-11;3;8
MR1;CONJUNCTIVE_CONTRACT;Test-01;2;8
MR26;DISJOINT_EXTEND;Test-01;1;1
MR334;COMPLETE_EXTEND;Test-12;5;5
MR428;CONJUNCTIVE_CONTRACT;Test-16;3;11
MR68;CONJUNCTIVE_CONTRACT;Test-03;1;7
MR414;DISJOINT_EXTEND;Test-15;1;1
MR505;COMPLETE_EXTEND;Test-18;2;2
MR210;DISJOINT_EXTEND;Test-08;1;1
MR255;CONJUNCTIVE_CONTRACT;Test-10;3;7
MR260;CONJUNCTIVE_EXTEND;Test-10;2;5
MR151;CONJUNCTIVE_EXTEND;Test-06;2;2
MR27;DISJOINT_EXTEND;Test-01;3;3
MR417;COMPLETE_EXTEND;Test-15;2;2
MR118;CONJUNCTIVE_CONTRACT;Test-05;1;6
MR265;CONJUNCTIVE_EXTEND;Test-10;3;5
MR39;CONJUNCTIVE_CONTRACT;Test-02;3;8
MR152;CONJUNCTIVE_EXTEND;Test-06;1;1
MR203;CONJUNCTIVE_EXTEND;Test-08;1;3
MR503;COMPLETE_EXTEND;Test-18;5;5
MR401;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR3;CONJUNCTIVE_CONTRACT;Test-01;3;8
MR398;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR239;DISJOINT_EXTEND;Test-09;2;2
MR262;CONJUNCTIVE_EXTEND;Test-10;3;5
MR92;CONJUNCTIVE_CONTRACT;Test-04;4;9
MR491;CONJUNCTIVE_EXTEND;Test-18;3;6
MR435;DISJOINT_EXTEND;Test-16;3;3
MR226;CONJUNCTIVE_EXTEND;Test-09;1;3
MR323;CONJUNCTIVE_EXTEND;Test-12;3;4
MR214;CONJUNCTIVE_CONTRACT;Test-09;3;9
MR209;DISJOINT_EXTEND;Test-08;1;1
MR328;DISJOINT_EXTEND;Test-12;1;1
MR93;CONJUNCTIVE_CONTRACT;Test-04;1;9
MR97;CONJUNCTIVE_CONTRACT;Test-04;5;9
MR167;CONJUNCTIVE_CONTRACT;Test-07;4;8
MR278;COMPLETE_EXTEND;Test-10;2;2
MR52;CONJUNCTIVE_EXTEND;Test-02;2;4
MR238;DISJOINT_EXTEND;Test-09;1;1
MR307;CONJUNCTIVE_CONTRACT;Test-12;4;8
MR259;CONJUNCTIVE_EXTEND;Test-10;3;5
MR24;DISJOINT_EXTEND;Test-01;1;1
MR51;CONJUNCTIVE_EXTEND;Test-02;3;4
MR438;DISJOINT_EXTEND;Test-16;2;2
MR409;DISJOINT_EXTEND;Test-15;3;3
MR289;CONJUNCTIVE_CONTRACT;Test-11;3;8
MR125;CONJUNCTIVE_CONTRACT;Test-05;3;6
MR299;DISJOINT_EXTEND;Test-11;5;5
MR476;CONJUNCTIVE_CONTRACT;Test-18;2;6
MR425;CONJUNCTIVE_CONTRACT;Test-16;4;11
MR485;CONJUNCTIVE_CONTRACT;Test-18;3;6
MR132;DISJOINT_EXTEND;Test-05;2;2
MR308;CONJUNCTIVE_CONTRACT;Test-12;2;8
MR408;SHUFFLING_EXTEND;Test-15;6;6
MR240;DISJOINT_EXTEND;Test-09;3;3
MR282;CONJUNCTIVE_CONTRACT;Test-11;2;8
MR71;CONJUNCTIVE_CONTRACT;Test-03;2;7
MR42;CONJUNCTIVE_CONTRACT;Test-02;2;8
MR333;COMPLETE_EXTEND;Test-12;2;2
MR99;CONJUNCTIVE_CONTRACT;Test-04;3;9
MR263;CONJUNCTIVE_EXTEND;Test-10;3;5
MR50;CONJUNCTIVE_EXTEND;Test-02;2;4
MR456;CONJUNCTIVE_EXTEND;Test-17;3;4
MR75;CONJUNCTIVE_EXTEND;Test-03;2;5
MR146;CONJUNCTIVE_CONTRACT;Test-06;5;9
MR16;CONJUNCTIVE_EXTEND;Test-01;2;4
MR362;DISJOINT_EXTEND;Test-13;1;1
MR469;DISJOINT_EXTEND;Test-17;4;4
MR89;COMPLETE_EXTEND;Test-03;2;2
MR447;CONJUNCTIVE_CONTRACT;Test-17;3;8
MR295;SHUFFLING_EXTEND;Test-11;5;5
MR198;CONJUNCTIVE_CONTRACT;Test-08;5;7
MR175;CONJUNCTIVE_CONTRACT;Test-07;3;8
MR348;CONJUNCTIVE_CONTRACT;Test-13;3;8
MR493;CONJUNCTIVE_EXTEND;Test-18;3;6
MR7;CONJUNCTIVE_CONTRACT;Test-01;2;8
MR0;CONJUNCTIVE_CONTRACT;Test-01;4;8
MR287;CONJUNCTIVE_CONTRACT;Test-11;3;8
MR269;CONJUNCTIVE_EXTEND;Test-10;3;5
MR373;CONJUNCTIVE_CONTRACT;Test-14;3;8
MR143;CONJUNCTIVE_CONTRACT;Test-06;2;9
MR211;COMPLETE_EXTEND;Test-08;3;3
MR290;CONJUNCTIVE_CONTRACT;Test-11;3;8
MR468;DISJOINT_EXTEND;Test-17;1;1
MR488;CONJUNCTIVE_EXTEND;Test-18;3;6
MR40;CONJUNCTIVE_CONTRACT;Test-02;2;8
MR332;DISJOINT_EXTEND;Test-12;2;2
MR400;CONJUNCTIVE_CONTRACT;Test-15;3;6
MR450;CONJUNCTIVE_CONTRACT;Test-17;3;8
MR358;DISJOINT_EXTEND;Test-13;1;1
MR106;DISJOINT_EXTEND;Test-04;4;4
MR325;DISJOINT_EXTEND;Test-12;6;6
MR193;CONJUNCTIVE_CONTRACT;Test-08;3;7
MR420;CONJUNCTIVE_CONTRACT;Test-16;2;11
MR192;CONJUNCTIVE_CONTRACT;Test-08;3;7
MR133;DISJOINT_EXTEND;Test-05;1;1
MR436;DISJOINT_EXTEND;Test-16;1;1
MR142;CONJUNCTIVE_CONTRACT;Test-06;4;9
MR212;COMPLETE_EXTEND;Test-08;2;2
MR96;CONJUNCTIVE_CONTRACT;Test-04;4;9
MR353;CONJUNCTIVE_EXTEND;Test-13;2;4
MR253;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR208;DISJOINT_EXTEND;Test-08;1;1
MR360;DISJOINT_EXTEND;Test-13;1;1
MR321;CONJUNCTIVE_EXTEND;Test-12;2;4
MR166;CONJUNCTIVE_CONTRACT;Test-07;3;8
MR135;COMPLETE_EXTEND;Test-05;2;2
MR237;DISJOINT_EXTEND;Test-09;1;1
MR267;CONJUNCTIVE_EXTEND;Test-10;2;5
MR434;DISJOINT_EXTEND;Test-16;4;4
MR153;CONJUNCTIVE_EXTEND;Test-06;1;1
MR480;CONJUNCTIVE_CONTRACT;Test-18;2;6
MR391;COMPLETE_EXTEND;Test-14;2;2
MR445;CONJUNCTIVE_CONTRACT;Test-17;1;8
MR10;CONJUNCTIVE_CONTRACT;Test-01;4;8
MR403;CONJUNCTIVE_CONTRACT;Test-15;2;6
MR245;CONJUNCTIVE_CONTRACT;Test-10;2;7
MR95;CONJUNCTIVE_CONTRACT;Test-04;3;9
MR330;DISJOINT_EXTEND;Test-12;1;1
MR427;CONJUNCTIVE_CONTRACT;Test-16;3;11
MR15;CONJUNCTIVE_EXTEND;Test-01;2;4
MR111;DISJOINT_EXTEND;Test-04;6;6
MR218;CONJUNCTIVE_CONTRACT;Test-09;2;9
MR355;CONJUNCTIVE_EXTEND;Test-13;2;4
MR122;CONJUNCTIVE_CONTRACT;Test-05;2;6
MR442;CONJUNCTIVE_CONTRACT;Test-17;3;8
MR473;COMPLETE_EXTEND;Test-17;5;5
MR305;CONJUNCTIVE_CONTRACT;Test-12;3;8
MR441;CONJUNCTIVE_CONTRACT;Test-17;5;8
MR402;CONJUNCTIVE_CONTRACT;Test-15;4;6
MR74;CONJUNCTIVE_EXTEND;Test-03;2;5
MR277;COMPLETE_EXTEND;Test-10;2;2
