MR;Type;STC;FUTCs;LocalDistance
MR1034;CONJUNCTIVE_CONTRACT;Test-20;2;15
MR752;CONJUNCTIVE_CONTRACT;Test-15;4;12
MR846;CONJUNCTIVE_EXTEND;Test-16;4;11
MR437;CONJUNCTIVE_CONTRACT;Test-09;2;16
MR553;CONJUNCTIVE_CONTRACT;Test-11;3;17
MR407;CONJUNCTIVE_EXTEND;Test-08;2;11
MR136;CONJUNCTIVE_CONTRACT;Test-03;4;18
MR336;CONJUNCTIVE_CONTRACT;Test-07;6;13
MR415;CONJUNCTIVE_EXTEND;Test-08;3;11
MR299;CONJUNCTIVE_EXTEND;Test-06;3;11
MR207;CONJUNCTIVE_EXTEND;Test-04;2;11
MR60;CONJUNCTIVE_CONTRACT;Test-02;2;14
MR257;CONJUNCTIVE_EXTEND;Test-05;2;12
MR769;CONJUNCTIVE_CONTRACT;Test-15;2;12
MR907;DISJOINT_EXTEND;Test-17;1;1
MR453;CONJUNCTIVE_CONTRACT;Test-09;3;16
MR387;CONJUNCTIVE_CONTRACT;Test-08;2;14
MR1007;CONJUNCTIVE_EXTEND;Test-19;2;16
MR210;SHUFFLING_EXTEND;Test-04;6;6
MR278;CONJUNCTIVE_CONTRACT;Test-06;4;14
MR532;CONJUNCTIVE_EXTEND;Test-10;3;11
MR86;CONJUNCTIVE_EXTEND;Test-02;5;11
MR293;CONJUNCTIVE_EXTEND;Test-06;3;11
MR1028;CONJUNCTIVE_CONTRACT;Test-20;4;15
MR536;CONJUNCTIVE_CONTRACT;Test-11;4;17
MR872;CONJUNCTIVE_CONTRACT;Test-17;4;12
MR58;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR537;CONJUNCTIVE_CONTRACT;Test-11;3;17
MR298;CONJUNCTIVE_EXTEND;Test-06;2;11
MR816;CONJUNCTIVE_CONTRACT;Test-16;3;14
MR1016;CONJUNCTIVE_CONTRACT;Test-20;2;15
MR268;CONJUNCTIVE_CONTRACT;Test-06;2;14
MR469;CONJUNCTIVE_EXTEND;Test-09;5;9
MR243;CONJUNCTIVE_EXTEND;Test-05;3;12
MR696;CONJUNCTIVE_CONTRACT;Test-14;2;16
MR654;CONJUNCTIVE_CONTRACT;Test-13;3;15
MR165;CONJUNCTIVE_CONTRACT;Test-04;3;14
MR889;CONJUNCTIVE_EXTEND;Test-17;3;13
MR371;CONJUNCTIVE_EXTEND;Test-07;3;12
MR369;CONJUNCTIVE_EXTEND;Test-07;3;12
MR419;CONJUNCTIVE_EXTEND;Test-08;2;11
MR605;CONJUNCTIVE_CONTRACT;Test-12;3;10
MR1000;CONJUNCTIVE_EXTEND;Test-19;2;16
MR579;CONJUNCTIVE_EXTEND;Test-11;3;8
MR413;CONJUNCTIVE_EXTEND;Test-08;3;11
MR838;CONJUNCTIVE_EXTEND;Test-16;3;11
MR689;CONJUNCTIVE_EXTEND;Test-13;4;10
MR109;DISJOINT_EXTEND;Test-02;1;1
MR428;CONJUNCTIVE_CONTRACT;Test-09;2;16
MR312;CONJUNCTIVE_EXTEND;Test-06;4;11
MR137;CONJUNCTIVE_EXTEND;Test-03;4;7
MR73;CONJUNCTIVE_CONTRACT;Test-02;2;14
MR551;CONJUNCTIVE_CONTRACT;Test-11;2;17
MR8;CONJUNCTIVE_CONTRACT;Test-01;3;13
MR1001;CONJUNCTIVE_EXTEND;Test-19;3;16
MR88;CONJUNCTIVE_EXTEND;Test-02;3;11
MR1033;CONJUNCTIVE_CONTRACT;Test-20;6;15
MR739;CONJUNCTIVE_EXTEND;Test-14;4;9
