MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR897;CONJUNCTIVE_EXTEND;Test-17;18;2;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, instant_watch_options, keyword, languages, plot, popularity_min];[number_votes_max, popularity_max, title_groups, title_type, user_rating_max, user_rating_min];[];[];[];[]
MR1004;CONJUNCTIVE_EXTEND;Test-19;16;3;16;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, color_info, countries, genres, instant_watch_options, keyword, number_votes_min, plot, runtime_min, title_groups, title_type, user_rating_min];[popularity_min, release_date_end, runtime_max];[number_votes_max];[];[];[]
MR764;CONJUNCTIVE_CONTRACT;Test-15;18;3;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, companies, instant_watch_options, languages, plot, sound_mix, title_data, user_rating_min];[US_certificates, countries];[genres, title_type];[];[];[]
MR993;CONJUNCTIVE_CONTRACT;Test-19;16;6;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, popularity_max];[companies, filming_locations, user_rating_max];[sound_mix];[languages];[release_date_start];[title_data]
MR175;CONJUNCTIVE_CONTRACT;Test-04;21;2;14;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, companies, countries, instant_watch_options, sound_mix, title_groups, user_rating_min];[US_certificates, cast_crew, filming_locations, plot, release_date_end, title_data, title_type];[];[];[];[]
MR442;CONJUNCTIVE_CONTRACT;Test-09;23;4;16;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, companies, countries, languages, release_date_end, runtime_min, title_data, title_groups, title_type, user_rating_max];[instant_watch_options];[keyword, plot];[US_certificates, filming_locations, genres];[];[]
MR355;CONJUNCTIVE_EXTEND;Test-07;20;3;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[instant_watch_options];[US_certificates, companies, filming_locations, plot, runtime_max, title_data, title_groups, title_type, user_rating_max];[popularity_max, popularity_min];[];[];[]
MR130;CONJUNCTIVE_CONTRACT;Test-03;24;4;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, countries, genres, instant_watch_options, keyword, languages, number_votes_max, number_votes_min, popularity_max, user_rating_max];[US_certificates, popularity_min, release_date_start, runtime_min, sound_mix, title_groups];[cast_crew];[color_info];[];[]
MR269;COMPLETE_EXTEND;Test-05;19;4;4;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info:Color];[color_info:Black and white];[color_info:Colorized];[color_info:ACES];[];[]
MR1064;CONJUNCTIVE_EXTEND;Test-20;22;3;10;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, filming_locations, languages, number_votes_max, release_date_start, runtime_min, sound_mix];[keyword, release_date_end];[number_votes_min];[];[];[]
