MR;Type;STC;FUTCs;LocalDistance
MR652;CONJUNCTIVE_CONTRACT;Test-13;4;15
MR467;CONJUNCTIVE_EXTEND;Test-09;3;9
MR1047;CONJUNCTIVE_EXTEND;Test-20;3;10
MR763;CONJUNCTIVE_EXTEND;Test-15;3;13
MR591;CONJUNCTIVE_CONTRACT;Test-12;2;10
MR623;CONJUNCTIVE_EXTEND;Test-12;1;15
MR363;CONJUNCTIVE_EXTEND;Test-07;2;12
MR161;CONJUNCTIVE_CONTRACT;Test-04;4;14
MR81;CONJUNCTIVE_EXTEND;Test-02;3;11
MR499;CONJUNCTIVE_CONTRACT;Test-10;3;14
MR786;CONJUNCTIVE_EXTEND;Test-15;6;13
MR869;CONJUNCTIVE_EXTEND;Test-17;3;13
MR1014;CONJUNCTIVE_CONTRACT;Test-20;3;15
MR39;CONJUNCTIVE_EXTEND;Test-01;3;12
MR61;CONJUNCTIVE_CONTRACT;Test-02;4;14
MR1063;DISJOINT_EXTEND;Test-20;1;1
MR897;DISJOINT_EXTEND;Test-17;1;1
MR79;CONJUNCTIVE_EXTEND;Test-02;4;11
MR818;CONJUNCTIVE_EXTEND;Test-16;5;11
MR991;CONJUNCTIVE_EXTEND;Test-19;2;16
MR1045;CONJUNCTIVE_EXTEND;Test-20;6;10
MR538;CONJUNCTIVE_CONTRACT;Test-11;4;17
MR239;CONJUNCTIVE_EXTEND;Test-05;3;12
MR495;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR316;DISJOINT_EXTEND;Test-06;1;1
MR131;CONJUNCTIVE_CONTRACT;Test-03;4;18
MR682;CONJUNCTIVE_EXTEND;Test-13;3;10
MR291;CONJUNCTIVE_EXTEND;Test-06;2;11
MR609;CONJUNCTIVE_CONTRACT;Test-12;3;10
MR638;COMPLETE_EXTEND;Test-12;4;4
MR232;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR91;CONJUNCTIVE_EXTEND;Test-02;2;11
MR887;CONJUNCTIVE_EXTEND;Test-17;1;13
MR352;CONJUNCTIVE_EXTEND;Test-07;3;12
MR749;CONJUNCTIVE_CONTRACT;Test-15;4;12
MR578;CONJUNCTIVE_EXTEND;Test-11;3;8
MR570;CONJUNCTIVE_EXTEND;Test-11;2;8
MR679;CONJUNCTIVE_EXTEND;Test-13;3;10
MR123;CONJUNCTIVE_CONTRACT;Test-03;2;18
MR281;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR211;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR702;CONJUNCTIVE_CONTRACT;Test-14;3;16
MR388;CONJUNCTIVE_CONTRACT;Test-08;4;14
MR481;CONJUNCTIVE_CONTRACT;Test-10;3;14
MR607;CONJUNCTIVE_CONTRACT;Test-12;4;10
MR49;SHUFFLING_EXTEND;Test-01;4;4
MR632;CONJUNCTIVE_EXTEND;Test-12;3;15
MR27;CONJUNCTIVE_EXTEND;Test-01;2;12
MR48;CONJUNCTIVE_EXTEND;Test-01;4;12
MR361;CONJUNCTIVE_EXTEND;Test-07;2;12
MR372;CONJUNCTIVE_CONTRACT;Test-08;2;14
MR579;CONJUNCTIVE_EXTEND;Test-11;5;8
MR671;CONJUNCTIVE_EXTEND;Test-13;2;10
MR64;CONJUNCTIVE_CONTRACT;Test-02;2;14
MR725;CONJUNCTIVE_EXTEND;Test-14;2;9
MR93;CONJUNCTIVE_EXTEND;Test-02;4;11
MR444;CONJUNCTIVE_CONTRACT;Test-09;4;16
MR1033;CONJUNCTIVE_CONTRACT;Test-20;3;15
MR520;CONJUNCTIVE_EXTEND;Test-10;2;11
MR69;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR1008;DISJOINT_EXTEND;Test-19;1;1
MR675;CONJUNCTIVE_EXTEND;Test-13;2;10
MR68;CONJUNCTIVE_CONTRACT;Test-02;4;14
MR556;CONJUNCTIVE_CONTRACT;Test-11;2;17
MR453;CONJUNCTIVE_CONTRACT;Test-09;3;16
MR492;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR404;CONJUNCTIVE_EXTEND;Test-08;4;11
MR616;CONJUNCTIVE_EXTEND;Test-12;2;15
MR805;CONJUNCTIVE_CONTRACT;Test-16;3;14
MR926;CONJUNCTIVE_EXTEND;Test-18;5;12
MR489;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR802;CONJUNCTIVE_CONTRACT;Test-16;3;14
MR519;CONJUNCTIVE_EXTEND;Test-10;2;11
MR366;CONJUNCTIVE_EXTEND;Test-07;4;12
MR153;CONJUNCTIVE_EXTEND;Test-03;2;7
MR88;CONJUNCTIVE_EXTEND;Test-02;3;11
MR808;CONJUNCTIVE_CONTRACT;Test-16;6;13
MR838;CONJUNCTIVE_EXTEND;Test-16;4;11
MR686;CONJUNCTIVE_EXTEND;Test-13;5;10
MR798;CONJUNCTIVE_CONTRACT;Test-16;4;14
MR473;CONJUNCTIVE_EXTEND;Test-09;3;9
MR681;CONJUNCTIVE_EXTEND;Test-13;3;10
MR858;CONJUNCTIVE_CONTRACT;Test-17;5;12
MR959;CONJUNCTIVE_CONTRACT;Test-19;4;9
MR560;CONJUNCTIVE_EXTEND;Test-11;3;8
MR156;DISJOINT_EXTEND;Test-03;1;1
MR1026;CONJUNCTIVE_CONTRACT;Test-20;3;15
MR859;CONJUNCTIVE_CONTRACT;Test-17;4;12
MR277;CONJUNCTIVE_CONTRACT;Test-06;5;14
MR482;CONJUNCTIVE_CONTRACT;Test-10;3;14
MR32;CONJUNCTIVE_EXTEND;Test-01;4;12
MR478;SHUFFLING_EXTEND;Test-09;1;1
MR234;CONJUNCTIVE_CONTRACT;Test-05;6;11
MR896;SHUFFLING_EXTEND;Test-17;1;1
MR279;CONJUNCTIVE_CONTRACT;Test-06;6;14
MR429;CONJUNCTIVE_CONTRACT;Test-09;4;16
MR693;CONJUNCTIVE_CONTRACT;Test-14;3;16
MR879;CONJUNCTIVE_EXTEND;Test-17;4;13
MR971;CONJUNCTIVE_CONTRACT;Test-19;5;9
MR241;CONJUNCTIVE_EXTEND;Test-05;2;12
MR587;CONJUNCTIVE_CONTRACT;Test-12;3;10
MR606;CONJUNCTIVE_CONTRACT;Test-12;2;10
MR730;CONJUNCTIVE_EXTEND;Test-14;5;9
MR977;CONJUNCTIVE_CONTRACT;Test-19;2;9
MR1009;COMPLETE_EXTEND;Test-19;4;4
MR380;CONJUNCTIVE_CONTRACT;Test-08;6;14
MR36;CONJUNCTIVE_EXTEND;Test-01;3;12
MR1012;CONJUNCTIVE_CONTRACT;Test-20;4;15
MR694;CONJUNCTIVE_CONTRACT;Test-14;4;16
MR581;CONJUNCTIVE_EXTEND;Test-11;2;8
MR286;CONJUNCTIVE_CONTRACT;Test-06;4;14
MR691;CONJUNCTIVE_CONTRACT;Test-14;1;16
MR771;CONJUNCTIVE_EXTEND;Test-15;2;13
MR768;CONJUNCTIVE_EXTEND;Test-15;5;13
MR750;CONJUNCTIVE_CONTRACT;Test-15;3;12
MR622;CONJUNCTIVE_EXTEND;Test-12;5;15
MR602;CONJUNCTIVE_CONTRACT;Test-12;4;10
MR192;CONJUNCTIVE_EXTEND;Test-04;4;11
MR973;CONJUNCTIVE_CONTRACT;Test-19;5;9
MR133;CONJUNCTIVE_EXTEND;Test-03;4;7
MR938;CONJUNCTIVE_EXTEND;Test-18;4;12
MR9;CONJUNCTIVE_CONTRACT;Test-01;1;13
MR994;CONJUNCTIVE_EXTEND;Test-19;4;16
MR894;CONJUNCTIVE_EXTEND;Test-17;3;13
MR97;CONJUNCTIVE_EXTEND;Test-02;2;11
MR208;DISJOINT_EXTEND;Test-04;1;1
MR1001;CONJUNCTIVE_EXTEND;Test-19;4;16
MR176;CONJUNCTIVE_CONTRACT;Test-04;3;14
MR843;SHUFFLING_EXTEND;Test-16;3;3
MR745;CONJUNCTIVE_CONTRACT;Test-15;3;12
MR62;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR22;CONJUNCTIVE_CONTRACT;Test-01;4;13
MR547;CONJUNCTIVE_CONTRACT;Test-11;4;17
MR759;CONJUNCTIVE_CONTRACT;Test-15;4;12
MR1002;CONJUNCTIVE_EXTEND;Test-19;3;16
MR86;CONJUNCTIVE_EXTEND;Test-02;4;11
MR50;DISJOINT_EXTEND;Test-01;1;1
MR311;CONJUNCTIVE_EXTEND;Test-06;2;11
MR255;CONJUNCTIVE_EXTEND;Test-05;5;12
MR646;CONJUNCTIVE_CONTRACT;Test-13;2;15
MR469;CONJUNCTIVE_EXTEND;Test-09;5;9
MR485;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR180;CONJUNCTIVE_CONTRACT;Test-04;5;14
MR431;CONJUNCTIVE_CONTRACT;Test-09;2;16
MR253;CONJUNCTIVE_EXTEND;Test-05;3;12
MR851;CONJUNCTIVE_CONTRACT;Test-17;4;12
MR908;CONJUNCTIVE_CONTRACT;Test-18;5;13
MR847;CONJUNCTIVE_CONTRACT;Test-17;3;12
MR656;CONJUNCTIVE_CONTRACT;Test-13;4;15
MR588;CONJUNCTIVE_CONTRACT;Test-12;2;10
MR766;CONJUNCTIVE_EXTEND;Test-15;1;13
MR99;CONJUNCTIVE_EXTEND;Test-02;3;11
MR46;CONJUNCTIVE_EXTEND;Test-01;2;12
MR1040;CONJUNCTIVE_EXTEND;Test-20;5;10
MR666;CONJUNCTIVE_EXTEND;Test-13;3;10
MR810;CONJUNCTIVE_CONTRACT;Test-16;4;14
MR1060;CONJUNCTIVE_EXTEND;Test-20;5;10
MR240;CONJUNCTIVE_EXTEND;Test-05;3;12
MR978;CONJUNCTIVE_CONTRACT;Test-19;3;9
MR399;CONJUNCTIVE_EXTEND;Test-08;2;11
MR907;CONJUNCTIVE_CONTRACT;Test-18;2;13
MR415;CONJUNCTIVE_EXTEND;Test-08;4;11
MR734;CONJUNCTIVE_EXTEND;Test-14;2;9
MR476;CONJUNCTIVE_EXTEND;Test-09;4;9
MR1013;CONJUNCTIVE_CONTRACT;Test-20;3;15
MR993;CONJUNCTIVE_EXTEND;Test-19;3;16
MR539;CONJUNCTIVE_CONTRACT;Test-11;2;17
MR627;CONJUNCTIVE_EXTEND;Test-12;4;15
MR368;CONJUNCTIVE_EXTEND;Test-07;2;12
MR436;CONJUNCTIVE_CONTRACT;Test-09;4;16
MR769;CONJUNCTIVE_EXTEND;Test-15;4;13
MR806;CONJUNCTIVE_CONTRACT;Test-16;6;14
MR819;CONJUNCTIVE_EXTEND;Test-16;4;11
MR249;CONJUNCTIVE_EXTEND;Test-05;5;12
MR498;CONJUNCTIVE_CONTRACT;Test-10;2;14
MR115;CONJUNCTIVE_CONTRACT;Test-03;4;18
MR195;CONJUNCTIVE_EXTEND;Test-04;2;11
MR668;CONJUNCTIVE_EXTEND;Test-13;2;10
MR157;CONJUNCTIVE_CONTRACT;Test-04;1;14
MR144;CONJUNCTIVE_EXTEND;Test-03;2;7
MR182;CONJUNCTIVE_EXTEND;Test-04;3;11
