MR;Type;STC;FUTCs;LocalDistance
MR380;CONJUNCTIVE_CONTRACT;Test-08;2;14
MR255;CONJUNCTIVE_EXTEND;Test-05;5;12
MR6;CONJUNCTIVE_CONTRACT;Test-01;2;13
MR978;CONJUNCTIVE_CONTRACT;Test-19;3;9
MR411;CONJUNCTIVE_EXTEND;Test-08;3;11
MR1068;CONJUNCTIVE_EXTEND;Test-20;5;10
MR971;DISJOINT_EXTEND;Test-18;1;1
MR378;CONJUNCTIVE_CONTRACT;Test-08;4;14
MR129;CONJUNCTIVE_CONTRACT;Test-03;5;18
MR568;CONJUNCTIVE_EXTEND;Test-11;3;8
MR817;CONJUNCTIVE_CONTRACT;Test-16;4;14
MR197;CONJUNCTIVE_EXTEND;Test-04;4;11
MR278;CONJUNCTIVE_CONTRACT;Test-06;5;14
MR1022;COMPLETE_EXTEND;Test-19;4;4
MR306;CONJUNCTIVE_EXTEND;Test-06;4;11
MR476;CONJUNCTIVE_EXTEND;Test-09;3;9
MR211;DISJOINT_EXTEND;Test-04;1;1
MR861;DISJOINT_EXTEND;Test-16;1;1
MR39;CONJUNCTIVE_EXTEND;Test-01;3;12
MR1007;CONJUNCTIVE_EXTEND;Test-19;3;16
MR485;COMPLETE_EXTEND;Test-09;4;4
MR915;CONJUNCTIVE_EXTEND;Test-17;5;13
MR283;CONJUNCTIVE_CONTRACT;Test-06;5;14
MR854;CONJUNCTIVE_EXTEND;Test-16;4;11
MR66;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR1025;CONJUNCTIVE_CONTRACT;Test-20;5;15
MR562;CONJUNCTIVE_CONTRACT;Test-11;4;17
MR484;DISJOINT_EXTEND;Test-09;1;1
MR919;CONJUNCTIVE_CONTRACT;Test-18;3;13
MR259;CONJUNCTIVE_EXTEND;Test-05;2;12
MR417;CONJUNCTIVE_EXTEND;Test-08;3;11
MR1048;CONJUNCTIVE_EXTEND;Test-20;6;10
MR225;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR840;CONJUNCTIVE_EXTEND;Test-16;2;11
MR231;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR151;CONJUNCTIVE_EXTEND;Test-03;4;7
MR594;CONJUNCTIVE_CONTRACT;Test-12;4;10
MR973;CONJUNCTIVE_CONTRACT;Test-19;6;9
MR96;CONJUNCTIVE_EXTEND;Test-02;5;11
MR888;CONJUNCTIVE_CONTRACT;Test-17;3;12
MR1021;DISJOINT_EXTEND;Test-19;1;1
MR901;CONJUNCTIVE_EXTEND;Test-17;6;13
MR338;CONJUNCTIVE_CONTRACT;Test-07;4;13
MR678;CONJUNCTIVE_EXTEND;Test-13;3;10
MR357;CONJUNCTIVE_EXTEND;Test-07;3;12
MR106;CONJUNCTIVE_CONTRACT;Test-03;2;18
MR994;CONJUNCTIVE_CONTRACT;Test-19;4;9
MR196;CONJUNCTIVE_EXTEND;Test-04;2;11
MR950;CONJUNCTIVE_EXTEND;Test-18;1;12
MR744;CONJUNCTIVE_EXTEND;Test-14;3;9
MR473;CONJUNCTIVE_EXTEND;Test-09;5;9
MR108;CONJUNCTIVE_CONTRACT;Test-03;6;18
MR646;SHUFFLING_EXTEND;Test-12;4;4
MR810;CONJUNCTIVE_CONTRACT;Test-16;2;14
MR324;CONJUNCTIVE_CONTRACT;Test-07;5;13
MR906;CONJUNCTIVE_EXTEND;Test-17;3;13
MR171;CONJUNCTIVE_CONTRACT;Test-04;5;14
MR452;CONJUNCTIVE_CONTRACT;Test-09;2;16
MR858;CONJUNCTIVE_EXTEND;Test-16;4;11
MR481;CONJUNCTIVE_EXTEND;Test-09;2;9
MR9;CONJUNCTIVE_CONTRACT;Test-01;4;13
MR692;CONJUNCTIVE_EXTEND;Test-13;2;10
MR960;CONJUNCTIVE_EXTEND;Test-18;4;12
MR326;CONJUNCTIVE_CONTRACT;Test-07;4;13
MR995;CONJUNCTIVE_EXTEND;Test-19;4;16
MR58;CONJUNCTIVE_CONTRACT;Test-02;1;14
MR991;CONJUNCTIVE_CONTRACT;Test-19;3;9
MR831;CONJUNCTIVE_CONTRACT;Test-16;4;14
MR827;CONJUNCTIVE_CONTRACT;Test-16;4;14
MR766;CONJUNCTIVE_CONTRACT;Test-15;4;12
MR448;CONJUNCTIVE_CONTRACT;Test-09;3;16
MR500;CONJUNCTIVE_CONTRACT;Test-10;2;14
MR237;CONJUNCTIVE_CONTRACT;Test-05;5;13
MR362;CONJUNCTIVE_EXTEND;Test-07;4;12
MR897;CONJUNCTIVE_EXTEND;Test-17;5;13
MR24;CONJUNCTIVE_CONTRACT;Test-01;2;13
MR835;CONJUNCTIVE_EXTEND;Test-16;2;11
MR109;CONJUNCTIVE_CONTRACT;Test-03;4;18
MR372;CONJUNCTIVE_EXTEND;Test-07;2;12
MR361;CONJUNCTIVE_EXTEND;Test-07;4;12
MR754;DISJOINT_EXTEND;Test-14;1;1
MR229;CONJUNCTIVE_CONTRACT;Test-05;2;13
MR307;CONJUNCTIVE_EXTEND;Test-06;5;11
MR271;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR312;CONJUNCTIVE_EXTEND;Test-06;3;11
MR503;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR745;CONJUNCTIVE_EXTEND;Test-14;3;9
MR254;CONJUNCTIVE_EXTEND;Test-05;6;12
MR718;CONJUNCTIVE_CONTRACT;Test-14;1;16
MR490;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR687;CONJUNCTIVE_EXTEND;Test-13;3;10
MR31;CONJUNCTIVE_EXTEND;Test-01;3;12
MR959;CONJUNCTIVE_EXTEND;Test-18;4;12
MR80;CONJUNCTIVE_EXTEND;Test-02;2;11
MR396;CONJUNCTIVE_CONTRACT;Test-08;4;14
MR550;CONJUNCTIVE_CONTRACT;Test-11;3;17
MR266;DISJOINT_EXTEND;Test-05;1;1
MR161;CONJUNCTIVE_CONTRACT;Test-04;3;14
MR471;CONJUNCTIVE_EXTEND;Test-09;4;9
