MR;Type;STC;FUTCs;LocalDistance
MR282;CONJUNCTIVE_CONTRACT;Test-06;4;14
MR829;CONJUNCTIVE_EXTEND;Test-16;3;11
MR243;CONJUNCTIVE_EXTEND;Test-05;3;12
MR305;CONJUNCTIVE_EXTEND;Test-06;2;11
MR664;CONJUNCTIVE_CONTRACT;Test-13;5;15
MR488;CONJUNCTIVE_CONTRACT;Test-10;2;14
MR357;CONJUNCTIVE_EXTEND;Test-07;3;12
MR15;CONJUNCTIVE_CONTRACT;Test-01;2;13
MR323;CONJUNCTIVE_CONTRACT;Test-07;4;13
MR226;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR275;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR652;CONJUNCTIVE_CONTRACT;Test-13;4;15
MR881;CONJUNCTIVE_EXTEND;Test-17;3;13
MR202;CONJUNCTIVE_EXTEND;Test-04;4;11
MR62;CONJUNCTIVE_CONTRACT;Test-02;4;14
MR892;CONJUNCTIVE_EXTEND;Test-17;3;13
MR947;CONJUNCTIVE_EXTEND;Test-18;4;12
MR224;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR967;CONJUNCTIVE_CONTRACT;Test-19;2;9
MR556;CONJUNCTIVE_CONTRACT;Test-11;4;17
MR29;CONJUNCTIVE_EXTEND;Test-01;2;12
MR347;CONJUNCTIVE_EXTEND;Test-07;3;12
MR60;CONJUNCTIVE_CONTRACT;Test-02;6;14
MR759;CONJUNCTIVE_CONTRACT;Test-15;3;12
MR206;CONJUNCTIVE_EXTEND;Test-04;3;11
MR221;CONJUNCTIVE_CONTRACT;Test-05;5;13
MR631;CONJUNCTIVE_EXTEND;Test-12;4;15
MR197;CONJUNCTIVE_EXTEND;Test-04;3;11
MR310;CONJUNCTIVE_EXTEND;Test-06;3;11
MR182;CONJUNCTIVE_CONTRACT;Test-04;4;14
MR544;CONJUNCTIVE_CONTRACT;Test-11;3;17
MR327;CONJUNCTIVE_CONTRACT;Test-07;4;13
MR733;CONJUNCTIVE_EXTEND;Test-14;2;9
MR721;CONJUNCTIVE_EXTEND;Test-14;3;9
MR833;CONJUNCTIVE_EXTEND;Test-16;2;11
MR238;CONJUNCTIVE_CONTRACT;Test-05;6;12
MR599;CONJUNCTIVE_CONTRACT;Test-12;4;10
MR581;CONJUNCTIVE_EXTEND;Test-11;2;8
MR198;CONJUNCTIVE_EXTEND;Test-04;4;11
MR476;CONJUNCTIVE_EXTEND;Test-09;4;9
MR463;CONJUNCTIVE_EXTEND;Test-09;4;9
MR423;CONJUNCTIVE_EXTEND;Test-08;3;11
MR1052;CONJUNCTIVE_EXTEND;Test-20;2;10
MR281;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR1049;CONJUNCTIVE_EXTEND;Test-20;3;10
MR267;DISJOINT_EXTEND;Test-05;1;1
MR849;CONJUNCTIVE_EXTEND;Test-16;3;11
MR990;CONJUNCTIVE_EXTEND;Test-19;4;16
MR1060;CONJUNCTIVE_EXTEND;Test-20;3;10
MR34;CONJUNCTIVE_EXTEND;Test-01;5;12
MR626;CONJUNCTIVE_EXTEND;Test-12;2;15
MR873;CONJUNCTIVE_CONTRACT;Test-17;3;12
MR514;CONJUNCTIVE_EXTEND;Test-10;3;11
MR637;CONJUNCTIVE_EXTEND;Test-12;4;15
MR688;CONJUNCTIVE_EXTEND;Test-13;3;10
MR273;CONJUNCTIVE_CONTRACT;Test-06;5;14
MR163;CONJUNCTIVE_CONTRACT;Test-04;2;14
MR790;CONJUNCTIVE_EXTEND;Test-15;2;13
MR193;CONJUNCTIVE_EXTEND;Test-04;1;11
MR164;CONJUNCTIVE_CONTRACT;Test-04;5;14
MR104;CONJUNCTIVE_EXTEND;Test-02;3;11
MR431;CONJUNCTIVE_CONTRACT;Test-09;4;16
MR92;CONJUNCTIVE_EXTEND;Test-02;5;11
MR36;CONJUNCTIVE_EXTEND;Test-01;2;12
MR194;CONJUNCTIVE_EXTEND;Test-04;3;11
MR487;CONJUNCTIVE_CONTRACT;Test-10;3;14
MR742;CONJUNCTIVE_EXTEND;Test-14;2;9
MR135;CONJUNCTIVE_EXTEND;Test-03;3;7
MR276;CONJUNCTIVE_CONTRACT;Test-06;4;14
MR918;CONJUNCTIVE_CONTRACT;Test-18;4;13
MR1013;CONJUNCTIVE_CONTRACT;Test-20;5;15
MR1029;CONJUNCTIVE_CONTRACT;Test-20;5;15
MR1032;CONJUNCTIVE_CONTRACT;Test-20;2;15
MR332;CONJUNCTIVE_CONTRACT;Test-07;3;13
MR692;SHUFFLING_EXTEND;Test-13;1;1
