MR;Type;STC;FUTCs;LocalDistance
MR358;CONJUNCTIVE_EXTEND;Test-07;3;12
MR8;CONJUNCTIVE_CONTRACT;Test-01;3;13
MR1046;CONJUNCTIVE_CONTRACT;Test-20;5;15
MR16;CONJUNCTIVE_CONTRACT;Test-01;2;13
MR823;CONJUNCTIVE_CONTRACT;Test-16;3;14
MR842;CONJUNCTIVE_CONTRACT;Test-16;3;14
MR685;CONJUNCTIVE_EXTEND;Test-13;2;10
MR406;CONJUNCTIVE_CONTRACT;Test-08;3;14
MR679;CONJUNCTIVE_CONTRACT;Test-13;1;15
MR1080;CONJUNCTIVE_EXTEND;Test-20;4;10
MR944;CONJUNCTIVE_CONTRACT;Test-18;5;13
MR68;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR695;CONJUNCTIVE_EXTEND;Test-13;4;10
MR1075;CONJUNCTIVE_EXTEND;Test-20;5;10
MR763;CONJUNCTIVE_EXTEND;Test-14;3;9
MR883;CONJUNCTIVE_CONTRACT;Test-17;4;12
MR540;CONJUNCTIVE_EXTEND;Test-10;4;11
MR631;CONJUNCTIVE_EXTEND;Test-12;1;15
MR403;CONJUNCTIVE_CONTRACT;Test-08;2;14
MR376;CONJUNCTIVE_EXTEND;Test-07;2;12
MR1000;CONJUNCTIVE_CONTRACT;Test-19;3;9
MR697;CONJUNCTIVE_EXTEND;Test-13;2;10
MR98;CONJUNCTIVE_EXTEND;Test-02;4;11
MR537;CONJUNCTIVE_EXTEND;Test-10;2;11
MR401;CONJUNCTIVE_CONTRACT;Test-08;4;14
MR1011;CONJUNCTIVE_EXTEND;Test-19;2;16
MR665;CONJUNCTIVE_CONTRACT;Test-13;5;15
MR297;CONJUNCTIVE_CONTRACT;Test-06;2;14
MR747;CONJUNCTIVE_EXTEND;Test-14;2;9
MR875;CONJUNCTIVE_CONTRACT;Test-17;4;12
MR729;CONJUNCTIVE_CONTRACT;Test-14;2;16
MR1063;CONJUNCTIVE_EXTEND;Test-20;4;10
MR714;CONJUNCTIVE_CONTRACT;Test-14;2;16
MR970;CONJUNCTIVE_EXTEND;Test-18;3;12
MR949;CONJUNCTIVE_CONTRACT;Test-18;3;13
MR21;CONJUNCTIVE_CONTRACT;Test-01;3;13
MR364;CONJUNCTIVE_EXTEND;Test-07;4;12
MR187;CONJUNCTIVE_CONTRACT;Test-04;3;14
MR393;CONJUNCTIVE_CONTRACT;Test-08;3;14
MR806;CONJUNCTIVE_EXTEND;Test-15;2;13
MR64;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR482;CONJUNCTIVE_EXTEND;Test-09;3;9
MR260;CONJUNCTIVE_EXTEND;Test-05;2;12
MR808;CONJUNCTIVE_EXTEND;Test-15;3;13
MR418;CONJUNCTIVE_EXTEND;Test-08;2;11
MR1029;CONJUNCTIVE_EXTEND;Test-19;2;16
MR1004;CONJUNCTIVE_CONTRACT;Test-19;5;9
MR448;CONJUNCTIVE_CONTRACT;Test-09;5;16
MR855;CONJUNCTIVE_EXTEND;Test-16;2;11
MR782;CONJUNCTIVE_CONTRACT;Test-15;2;12
MR652;CONJUNCTIVE_EXTEND;Test-12;2;15
MR43;CONJUNCTIVE_EXTEND;Test-01;2;12
MR925;CONJUNCTIVE_EXTEND;Test-17;4;13
MR997;CONJUNCTIVE_CONTRACT;Test-19;3;9
MR767;CONJUNCTIVE_CONTRACT;Test-15;5;12
MR684;CONJUNCTIVE_EXTEND;Test-13;4;10
MR245;CONJUNCTIVE_CONTRACT;Test-05;2;13
MR1069;CONJUNCTIVE_EXTEND;Test-20;4;10
MR511;CONJUNCTIVE_CONTRACT;Test-10;4;14
MR725;CONJUNCTIVE_CONTRACT;Test-14;3;16
MR387;CONJUNCTIVE_CONTRACT;Test-08;5;14
MR407;CONJUNCTIVE_CONTRACT;Test-08;3;14
MR955;CONJUNCTIVE_EXTEND;Test-18;3;12
MR950;CONJUNCTIVE_CONTRACT;Test-18;4;13
MR956;CONJUNCTIVE_EXTEND;Test-18;2;12
MR314;CONJUNCTIVE_EXTEND;Test-06;3;11
MR964;CONJUNCTIVE_EXTEND;Test-18;3;12
MR663;CONJUNCTIVE_CONTRACT;Test-13;5;15
MR1033;SHUFFLING_EXTEND;Test-19;2;2
MR579;CONJUNCTIVE_EXTEND;Test-11;3;8
MR453;CONJUNCTIVE_CONTRACT;Test-09;4;16
MR727;CONJUNCTIVE_CONTRACT;Test-14;3;16
MR450;CONJUNCTIVE_CONTRACT;Test-09;3;16
MR61;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR671;CONJUNCTIVE_CONTRACT;Test-13;2;15
MR99;CONJUNCTIVE_EXTEND;Test-02;4;11
MR758;CONJUNCTIVE_EXTEND;Test-14;3;9
MR985;CONJUNCTIVE_CONTRACT;Test-19;4;9
MR106;CONJUNCTIVE_EXTEND;Test-02;2;11
MR227;CONJUNCTIVE_CONTRACT;Test-05;3;13
MR819;SHUFFLING_EXTEND;Test-15;5;5
MR622;CONJUNCTIVE_CONTRACT;Test-12;2;10
MR796;CONJUNCTIVE_EXTEND;Test-15;4;13
MR577;CONJUNCTIVE_CONTRACT;Test-11;3;17
MR719;CONJUNCTIVE_CONTRACT;Test-14;5;16
MR435;CONJUNCTIVE_EXTEND;Test-08;2;11
MR36;CONJUNCTIVE_EXTEND;Test-01;5;12
MR262;CONJUNCTIVE_EXTEND;Test-05;2;12
MR136;CONJUNCTIVE_CONTRACT;Test-03;2;18
MR716;CONJUNCTIVE_CONTRACT;Test-14;3;16
MR1068;CONJUNCTIVE_EXTEND;Test-20;4;10
MR305;CONJUNCTIVE_EXTEND;Test-06;3;11
MR899;CONJUNCTIVE_EXTEND;Test-17;5;13
MR942;CONJUNCTIVE_CONTRACT;Test-18;3;13
MR286;CONJUNCTIVE_CONTRACT;Test-06;4;14
MR130;CONJUNCTIVE_CONTRACT;Test-03;2;18
MR193;CONJUNCTIVE_EXTEND;Test-04;2;11
