MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR334;CONJUNCTIVE_CONTRACT;Test-07;20;3;13;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, color_info, countries, languages, number_votes_max, release_date_end, release_date_start, runtime_min, sound_mix, user_rating_min];[genres];[keyword, number_votes_min];[];[];[]
MR794;CONJUNCTIVE_EXTEND;Test-15;18;4;13;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, filming_locations, keyword, number_votes_max, popularity_max, release_date_end, runtime_max, runtime_min, title_groups];[user_rating_max];[release_date_start];[number_votes_min, popularity_min];[];[]
MR755;CONJUNCTIVE_CONTRACT;Test-15;18;4;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[sound_mix];[US_certificates, color_info, countries, instant_watch_options, languages, title_data, title_type];[companies, plot, user_rating_min];[genres];[];[]
MR86;CONJUNCTIVE_EXTEND;Test-02;21;5;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, sound_mix];[US_certificates, instant_watch_options, plot];[user_rating_max];[color_info, keyword];[genres, popularity_max, release_date_end];[]
MR492;CONJUNCTIVE_CONTRACT;Test-10;20;5;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[languages, number_votes_min, popularity_max, release_date_start, runtime_max, sound_mix, title_groups, user_rating_min];[companies, countries];[instant_watch_options, title_data];[color_info];[number_votes_max];[]
MR287;CONJUNCTIVE_CONTRACT;Test-06;21;3;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, companies, genres, instant_watch_options, number_votes_max, number_votes_min, plot, popularity_min, runtime_max, title_groups];[color_info];[popularity_max, title_data, user_rating_max];[];[];[]
MR648;CONJUNCTIVE_CONTRACT;Test-13;21;2;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[countries, filming_locations, instant_watch_options, popularity_min, title_data];[US_certificates, cast_crew, languages, number_votes_max, number_votes_min, plot, release_date_end, sound_mix, title_groups, title_type];[];[];[];[]
MR375;CONJUNCTIVE_EXTEND;Test-07;20;4;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[plot, title_data];[companies, filming_locations, instant_watch_options, runtime_max, title_groups, user_rating_max];[popularity_max, popularity_min, title_type];[US_certificates];[];[]
MR901;CONJUNCTIVE_EXTEND;Test-17;18;4;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, companies, instant_watch_options, keyword, popularity_max, user_rating_max];[number_votes_max, popularity_min, title_groups, title_type];[languages];[plot, user_rating_min];[];[]
MR817;CONJUNCTIVE_CONTRACT;Test-16;21;5;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, color_info, genres, instant_watch_options, languages, title_groups, user_rating_min];[plot, user_rating_max];[cast_crew];[countries, runtime_max, sound_mix];[release_date_start];[]
MR1009;CONJUNCTIVE_EXTEND;Test-19;16;6;15;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[plot];[cast_crew, countries, keyword, number_votes_min, popularity_min, title_groups, title_type];[genres, runtime_min];[number_votes_max, user_rating_min];[color_info, runtime_max];[instant_watch_options]
MR906;CONJUNCTIVE_EXTEND;Test-17;18;3;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[title_type];[US_certificates, companies, instant_watch_options, keyword, number_votes_max, plot, popularity_max, popularity_min, title_groups, user_rating_max, user_rating_min];[languages];[];[];[]
MR936;CONJUNCTIVE_EXTEND;Test-18;20;2;12;[title, release_date_end, user_rating_min, number_votes_min, genres, title_groups, title_data, companies, US_certificates, color_info, languages, popularity_max, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[plot];[countries, filming_locations, instant_watch_options, keyword, number_votes_max, popularity_min, release_date_start, runtime_max, sound_mix, title_type, user_rating_max];[];[];[];[]
MR846;CONJUNCTIVE_EXTEND;Test-16;21;4;11;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, filming_locations, number_votes_max, number_votes_min, popularity_max, release_date_end, title_data, title_type];[keyword];[popularity_min];[runtime_min];[];[]
