MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR593;CONJUNCTIVE_CONTRACT;Test-12;17;2;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword];[cast_crew, companies, instant_watch_options, popularity_min, release_date_start, runtime_max, runtime_min, title_groups, user_rating_max];[];[];[];[]
MR119;CONJUNCTIVE_CONTRACT;Test-03;24;1;18;[release_date_start, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, companies, instant_watch_options, US_certificates, color_info, countries, keyword, languages, popularity_min, popularity_max, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, cast_crew, color_info, companies, countries, genres, instant_watch_options, keyword, languages, number_votes_max, number_votes_min, popularity_max, popularity_min, release_date_start, runtime_min, sound_mix, title_groups, user_rating_max];[];[];[];[];[]
MR747;CONJUNCTIVE_CONTRACT;Test-15;18;6;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, companies, languages, plot, title_data];[genres, title_type, user_rating_min];[US_certificates];[instant_watch_options];[sound_mix];[countries]
MR552;CONJUNCTIVE_CONTRACT;Test-11;24;6;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, popularity_min, user_rating_max, user_rating_min];[cast_crew, color_info, filming_locations, plot, runtime_min, sound_mix, title_data];[number_votes_min, runtime_max];[countries, genres];[popularity_max];[languages]
MR197;CONJUNCTIVE_EXTEND;Test-04;21;4;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[keyword, number_votes_max, popularity_max, runtime_min, user_rating_max];[runtime_max];[genres, languages, number_votes_min, popularity_min];[release_date_start];[];[]
MR284;CONJUNCTIVE_CONTRACT;Test-06;21;5;14;[title, user_rating_max, number_votes_min, number_votes_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, companies, genres, instant_watch_options, number_votes_max, number_votes_min, plot, popularity_max, title_groups];[title_data, user_rating_max];[color_info];[runtime_max];[popularity_min];[]
MR492;CONJUNCTIVE_CONTRACT;Test-10;20;2;14;[release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, companies, instant_watch_options, color_info, countries, languages, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, countries, instant_watch_options, popularity_max];[companies, languages, number_votes_max, number_votes_min, release_date_start, runtime_max, sound_mix, title_data, title_groups, user_rating_min];[];[];[];[]
MR345;CONJUNCTIVE_EXTEND;Test-07;20;5;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[popularity_max, title_data, user_rating_max];[title_groups, title_type];[US_certificates, companies, filming_locations, plot];[instant_watch_options];[popularity_min, runtime_max];[]
MR1021;CONJUNCTIVE_CONTRACT;Test-20;22;3;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[cast_crew, genres, instant_watch_options, plot, runtime_max, title_data, title_groups];[color_info, popularity_max];[companies, countries, popularity_min, title_type, user_rating_max, user_rating_min];[];[];[]
MR577;CONJUNCTIVE_EXTEND;Test-11;24;6;8;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, keyword];[release_date_start, title_groups];[instant_watch_options];[release_date_end];[number_votes_max];[title_type]
