MR;Type;STC;FUTCs;LocalDistance
MR760;CONJUNCTIVE_EXTEND;Test-14;2;9
MR964;CONJUNCTIVE_EXTEND;Test-18;2;12
MR805;CONJUNCTIVE_EXTEND;Test-15;2;13
MR452;CONJUNCTIVE_CONTRACT;Test-09;6;16
MR92;CONJUNCTIVE_EXTEND;Test-02;2;11
MR1000;CONJUNCTIVE_CONTRACT;Test-19;2;9
MR693;CONJUNCTIVE_EXTEND;Test-13;2;10
MR982;DISJOINT_EXTEND;Test-18;1;1
MR195;CONJUNCTIVE_EXTEND;Test-04;3;11
MR162;DISJOINT_EXTEND;Test-03;1;1
MR766;SHUFFLING_EXTEND;Test-14;2;2
MR356;CONJUNCTIVE_EXTEND;Test-07;2;12
MR448;CONJUNCTIVE_CONTRACT;Test-09;2;16
MR78;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR980;CONJUNCTIVE_EXTEND;Test-18;5;12
MR772;CONJUNCTIVE_CONTRACT;Test-15;4;12
MR969;CONJUNCTIVE_EXTEND;Test-18;1;12
MR187;CONJUNCTIVE_CONTRACT;Test-04;6;13
MR631;CONJUNCTIVE_EXTEND;Test-12;4;15
MR343;CONJUNCTIVE_CONTRACT;Test-07;2;13
MR623;CONJUNCTIVE_CONTRACT;Test-12;2;10
MR885;CONJUNCTIVE_CONTRACT;Test-17;2;12
MR392;CONJUNCTIVE_CONTRACT;Test-08;2;14
MR202;CONJUNCTIVE_EXTEND;Test-04;5;11
MR756;CONJUNCTIVE_EXTEND;Test-14;4;9
MR175;CONJUNCTIVE_CONTRACT;Test-04;3;14
MR798;CONJUNCTIVE_EXTEND;Test-15;2;13
MR976;CONJUNCTIVE_EXTEND;Test-18;3;12
MR883;CONJUNCTIVE_CONTRACT;Test-17;3;12
MR65;CONJUNCTIVE_CONTRACT;Test-02;3;14
MR896;CONJUNCTIVE_CONTRACT;Test-17;2;12
MR702;CONJUNCTIVE_EXTEND;Test-13;2;10
MR526;CONJUNCTIVE_EXTEND;Test-10;3;11
MR856;CONJUNCTIVE_EXTEND;Test-16;2;11
MR272;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR411;CONJUNCTIVE_EXTEND;Test-08;5;11
MR160;CONJUNCTIVE_EXTEND;Test-03;4;7
MR893;CONJUNCTIVE_CONTRACT;Test-17;2;12
MR910;CONJUNCTIVE_EXTEND;Test-17;4;13
MR822;CONJUNCTIVE_CONTRACT;Test-16;4;14
MR290;CONJUNCTIVE_CONTRACT;Test-06;6;14
MR1060;CONJUNCTIVE_CONTRACT;Test-20;2;15
MR997;CONJUNCTIVE_CONTRACT;Test-19;2;9
MR353;CONJUNCTIVE_EXTEND;Test-07;4;12
MR966;CONJUNCTIVE_EXTEND;Test-18;3;12
MR595;CONJUNCTIVE_EXTEND;Test-11;3;8
MR593;CONJUNCTIVE_EXTEND;Test-11;2;8
MR456;CONJUNCTIVE_CONTRACT;Test-09;3;16
MR273;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR723;CONJUNCTIVE_CONTRACT;Test-14;4;16
MR30;CONJUNCTIVE_EXTEND;Test-01;4;12
MR241;CONJUNCTIVE_CONTRACT;Test-05;5;13
MR38;CONJUNCTIVE_EXTEND;Test-01;4;12
MR2;CONJUNCTIVE_CONTRACT;Test-01;2;13
MR355;CONJUNCTIVE_EXTEND;Test-07;2;12
MR405;CONJUNCTIVE_CONTRACT;Test-08;3;14
MR698;CONJUNCTIVE_EXTEND;Test-13;4;10
MR266;CONJUNCTIVE_EXTEND;Test-05;2;12
MR359;CONJUNCTIVE_EXTEND;Test-07;6;12
MR713;COMPLETE_EXTEND;Test-13;4;4
