MR;Type;STC;FUTCs;LocalDistance
MR572;CONJUNCTIVE_EXTEND;Test-11;3;8
MR532;DISJOINT_EXTEND;Test-10;1;1
MR56;CONJUNCTIVE_CONTRACT;Test-02;4;14
MR205;CONJUNCTIVE_EXTEND;Test-04;3;11
MR338;CONJUNCTIVE_CONTRACT;Test-07;3;13
MR1032;CONJUNCTIVE_EXTEND;Test-20;5;10
MR924;CONJUNCTIVE_EXTEND;Test-18;4;12
MR481;COMPLETE_EXTEND;Test-09;4;4
MR842;DISJOINT_EXTEND;Test-16;1;1
MR477;CONJUNCTIVE_EXTEND;Test-09;4;9
MR768;CONJUNCTIVE_EXTEND;Test-15;2;13
MR946;CONJUNCTIVE_EXTEND;Test-18;4;12
MR260;CONJUNCTIVE_EXTEND;Test-05;3;12
MR568;CONJUNCTIVE_EXTEND;Test-11;2;8
MR288;CONJUNCTIVE_CONTRACT;Test-06;3;14
MR962;CONJUNCTIVE_CONTRACT;Test-19;2;9
MR788;DISJOINT_EXTEND;Test-15;1;1
MR1012;CONJUNCTIVE_CONTRACT;Test-20;4;15
MR73;CONJUNCTIVE_CONTRACT;Test-02;2;14
MR389;CONJUNCTIVE_CONTRACT;Test-08;3;14
MR925;CONJUNCTIVE_EXTEND;Test-18;5;12
MR957;CONJUNCTIVE_CONTRACT;Test-19;2;9
MR502;CONJUNCTIVE_CONTRACT;Test-10;3;14
MR1013;CONJUNCTIVE_CONTRACT;Test-20;2;15
MR724;CONJUNCTIVE_EXTEND;Test-14;4;9
MR370;DISJOINT_EXTEND;Test-07;1;1
MR550;CONJUNCTIVE_CONTRACT;Test-11;3;17
MR296;CONJUNCTIVE_EXTEND;Test-06;3;11
MR379;CONJUNCTIVE_CONTRACT;Test-08;2;14
MR677;CONJUNCTIVE_EXTEND;Test-13;4;10
MR723;CONJUNCTIVE_EXTEND;Test-14;2;9
MR457;CONJUNCTIVE_EXTEND;Test-09;2;9
MR304;CONJUNCTIVE_EXTEND;Test-06;3;11
MR758;CONJUNCTIVE_CONTRACT;Test-15;5;12
MR17;CONJUNCTIVE_CONTRACT;Test-01;1;13
MR1006;CONJUNCTIVE_CONTRACT;Test-20;4;15
MR412;CONJUNCTIVE_EXTEND;Test-08;4;11
MR999;CONJUNCTIVE_CONTRACT;Test-20;4;15
MR517;CONJUNCTIVE_EXTEND;Test-10;4;11
MR554;CONJUNCTIVE_CONTRACT;Test-11;1;17
MR549;CONJUNCTIVE_CONTRACT;Test-11;3;17
