MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR5;CONJUNCTIVE_CONTRACT;Test-01;7;3;5;[id, reference, new_client, total, payment, status, order];[reference, status];[new_client, total];[id];[];[];[]
MR134;CONJUNCTIVE_EXTEND;Test-09;8;2;3;[id, reference, delivery, customer, total, payment, status, order];[from, to];[new_client];[];[];[];[]
MR72;CONJUNCTIVE_EXTEND;Test-05;9;1;2;[reference, new_client, delivery, customer, payment, status, from, to, order];[id, total];[];[];[];[];[]
MR103;SHUFFLING_CONTRACT;Test-07;8;1;1;[id, reference, new_client, delivery, customer, total, payment, order];[order];[];[];[];[];[]
MR78;CONJUNCTIVE_CONTRACT;Test-06;9;1;7;[reference, new_client, customer, total, payment, status, from, to, order];[customer, from, new_client, reference, status, to, total];[];[];[];[];[]
MR11;CONJUNCTIVE_EXTEND;Test-01;7;2;4;[id, reference, new_client, total, payment, status, order];[from, to];[customer, delivery];[];[];[];[]
MR10;CONJUNCTIVE_EXTEND;Test-01;7;2;4;[id, reference, new_client, total, payment, status, order];[customer, delivery, from];[to];[];[];[];[]
MR151;CONJUNCTIVE_EXTEND;Test-10;7;3;4;[reference, delivery, customer, total, payment, status, order];[id];[new_client, to];[from];[];[];[]
MR146;CONJUNCTIVE_CONTRACT;Test-10;7;2;5;[reference, delivery, customer, total, payment, status, order];[customer, reference];[delivery, status, total];[];[];[];[]
MR128;CONJUNCTIVE_CONTRACT;Test-09;8;3;6;[id, reference, delivery, customer, total, payment, status, order];[id, status];[delivery];[customer, reference, total];[];[];[]
MR124;CONJUNCTIVE_CONTRACT;Test-09;8;4;6;[id, reference, delivery, customer, total, payment, status, order];[id];[status];[customer];[delivery, reference, total];[];[]
MR235;CONJUNCTIVE_EXTEND;Test-15;5;2;6;[id, reference, payment, status, order];[from];[customer, delivery, new_client, to, total];[];[];[];[]
MR35;CONJUNCTIVE_CONTRACT;Test-03;4;3;3;[delivery, customer, from, order];[delivery];[from];[customer];[];[];[]
MR217;CONJUNCTIVE_EXTEND;Test-14;5;3;5;[reference, delivery, status, to, order];[id];[customer];[from, new_client, total];[];[];[]
MR209;CONJUNCTIVE_CONTRACT;Test-14;5;3;4;[reference, delivery, status, to, order];[reference, to];[delivery];[status];[];[];[]
MR272;COMPLETE_EXTEND;Test-17;5;2;2;[reference, delivery, total, payment, order];[new_client:yes];[new_client:no];[];[];[];[]
MR183;CONJUNCTIVE_EXTEND;Test-12;8;2;3;[id, new_client, customer, total, payment, from, to, order];[status];[delivery, reference];[];[];[];[]
MR185;SHUFFLING_CONTRACT;Test-12;8;1;1;[id, new_client, customer, total, payment, from, to, order];[order];[];[];[];[];[]
MR131;CONJUNCTIVE_EXTEND;Test-09;8;2;3;[id, reference, delivery, customer, total, payment, status, order];[to];[from, new_client];[];[];[];[]
MR133;CONJUNCTIVE_EXTEND;Test-09;8;2;3;[id, reference, delivery, customer, total, payment, status, order];[new_client, to];[from];[];[];[];[]
MR175;CONJUNCTIVE_CONTRACT;Test-12;8;2;6;[id, new_client, customer, total, payment, from, to, order];[from, id, new_client, to, total];[customer];[];[];[];[]
MR263;CONJUNCTIVE_EXTEND;Test-17;5;3;6;[reference, delivery, total, payment, order];[customer, status];[from, new_client, to];[id];[];[];[]
MR38;CONJUNCTIVE_EXTEND;Test-03;4;2;6;[delivery, customer, from, order];[id, reference, status, to, total];[new_client];[];[];[];[]
MR22;CONJUNCTIVE_CONTRACT;Test-02;11;3;9;[id, reference, new_client, delivery, customer, total, payment, status, from, to, order];[customer, delivery, id, reference, total];[from, status, to];[new_client];[];[];[]
MR65;CONJUNCTIVE_CONTRACT;Test-05;9;3;7;[reference, new_client, delivery, customer, payment, status, from, to, order];[delivery, from, status, to];[customer, reference];[new_client];[];[];[]
MR90;DISJOINT_EXTEND;Test-06;9;1;1;[reference, new_client:no, customer, total, payment, status, from, to, order];[new_client:yes];[];[];[];[];[]
MR132;CONJUNCTIVE_EXTEND;Test-09;8;3;3;[id, reference, delivery, customer, total, payment, status, order];[to];[new_client];[from];[];[];[]
MR148;CONJUNCTIVE_CONTRACT;Test-10;7;3;5;[reference, delivery, customer, total, payment, status, order];[delivery, status];[customer, reference];[total];[];[];[]
MR39;CONJUNCTIVE_EXTEND;Test-03;4;4;6;[delivery, customer, from, order];[total];[reference, status, to];[id];[new_client];[];[]
MR126;CONJUNCTIVE_CONTRACT;Test-09;8;1;6;[id, reference, delivery, customer, total, payment, status, order];[customer, delivery, id, reference, status, total];[];[];[];[];[]
MR137;SHUFFLING_CONTRACT;Test-09;8;1;1;[id, reference, delivery, customer, total, payment, status, order];[order];[];[];[];[];[]
