MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR118;CONJUNCTIVE_EXTEND;Test-08;5;1;5;[id, new_client, delivery, status, order];[customer, from, reference, to, total];[];[];[];[];[]
MR143;CONJUNCTIVE_EXTEND;Test-09;8;2;3;[id, reference, delivery, customer, total, payment, status, order];[from, new_client];[to];[];[];[];[]
MR183;CONJUNCTIVE_CONTRACT;Test-12;8;4;6;[id, new_client, customer, total, payment, from, to, order];[customer, new_client];[from];[id, total];[to];[];[]
MR275;CONJUNCTIVE_EXTEND;Test-17;5;2;6;[reference, delivery, total, payment, order];[new_client, to];[customer, from, id, status];[];[];[];[]
MR119;CONJUNCTIVE_EXTEND;Test-08;5;2;5;[id, new_client, delivery, status, order];[customer, reference, to, total];[from];[];[];[];[]
MR76;SHUFFLING_CONTRACT;Test-05;9;1;1;[reference, new_client, delivery, customer, payment, status, from, to, order];[order];[];[];[];[];[]
MR159;CONJUNCTIVE_EXTEND;Test-10;7;3;4;[reference, delivery, customer, total, payment, status, order];[id, new_client];[to];[from];[];[];[]
MR45;SHUFFLING_EXTEND;Test-03;4;4;4;[delivery, customer, from, order:delivery ascending];[order:id ascending];[order:id descending];[order:reference ascending];[order:reference descending];[];[]
MR42;CONJUNCTIVE_EXTEND;Test-03;4;3;6;[delivery, customer, from, order];[status];[new_client, to, total];[id, reference];[];[];[]
MR175;SHUFFLING_EXTEND;Test-11;9;1;1;[id, reference, new_client, delivery, payment, status, from, to, order:delivery ascending];[order:id ascending];[];[];[];[];[]
MR219;CONJUNCTIVE_EXTEND;Test-14;5;2;5;[reference, delivery, status, to, order];[id, total];[customer, from, new_client];[];[];[];[]
MR133;CONJUNCTIVE_CONTRACT;Test-09;8;3;6;[id, reference, delivery, customer, total, payment, status, order];[customer, delivery];[id, reference, status];[total];[];[];[]
MR279;SHUFFLING_EXTEND;Test-17;5;2;2;[reference, delivery, total, payment, order:id descending];[order:id ascending];[order:reference ascending];[];[];[];[]
MR110;CONJUNCTIVE_CONTRACT;Test-08;5;4;4;[id, new_client, delivery, status, order];[id];[status];[new_client];[delivery];[];[]
MR56;CONJUNCTIVE_EXTEND;Test-04;5;3;5;[id, total, status, to, order];[new_client];[from];[customer, delivery, reference];[];[];[]
MR65;CONJUNCTIVE_CONTRACT;Test-05;9;1;7;[reference, new_client, delivery, customer, payment, status, from, to, order];[customer, delivery, from, new_client, reference, status, to];[];[];[];[];[]
MR18;CONJUNCTIVE_CONTRACT;Test-02;11;2;9;[id, reference, new_client, delivery, customer, total, payment, status, from, to, order];[customer, delivery, from, id, reference, status, to, total];[new_client];[];[];[];[]
MR136;CONJUNCTIVE_CONTRACT;Test-09;8;3;6;[id, reference, delivery, customer, total, payment, status, order];[delivery];[reference, total];[customer, id, status];[];[];[]
MR111;CONJUNCTIVE_CONTRACT;Test-08;5;2;4;[id, new_client, delivery, status, order];[delivery, id];[new_client, status];[];[];[];[]
MR164;CONJUNCTIVE_CONTRACT;Test-11;9;1;7;[id, reference, new_client, delivery, payment, status, from, to, order];[delivery, from, id, new_client, reference, status, to];[];[];[];[];[]
MR16;DISJOINT_EXTEND;Test-01;7;1;1;[id, reference, new_client:yes, total, payment, status, order];[new_client:no];[];[];[];[];[]
MR31;CONJUNCTIVE_CONTRACT;Test-03;4;2;3;[delivery, customer, from, order];[customer];[delivery, from];[];[];[];[]
MR113;CONJUNCTIVE_CONTRACT;Test-08;5;2;4;[id, new_client, delivery, status, order];[delivery, id, status];[new_client];[];[];[];[]
MR291;SHUFFLING_CONTRACT;Test-18;10;1;1;[id, reference, new_client, delivery, customer, total, payment, status, to, order];[order];[];[];[];[];[]
MR231;CONJUNCTIVE_CONTRACT;Test-15;5;2;3;[id, reference, payment, status, order];[reference];[id, status];[];[];[];[]
MR267;CONJUNCTIVE_CONTRACT;Test-17;5;3;3;[reference, delivery, total, payment, order];[reference];[delivery];[total];[];[];[]
MR93;DISJOINT_EXTEND;Test-06;9;1;1;[reference, new_client:no, customer, total, payment, status, from, to, order];[new_client:yes];[];[];[];[];[]
MR27;DISJOINT_EXTEND;Test-02;11;1;1;[id, reference, new_client:no, delivery, customer, total, payment, status, from, to, order];[new_client:yes];[];[];[];[];[]
MR242;CONJUNCTIVE_EXTEND;Test-15;5;3;6;[id, reference, payment, status, order];[customer, total];[from, to];[delivery, new_client];[];[];[]
MR286;CONJUNCTIVE_CONTRACT;Test-18;10;2;8;[id, reference, new_client, delivery, customer, total, payment, status, to, order];[customer, delivery, new_client, reference, total];[id, status, to];[];[];[];[]
MR15;SHUFFLING_EXTEND;Test-01;7;2;2;[id, reference, new_client, total, payment, status, order:id descending];[order:id ascending];[order:reference ascending];[];[];[];[]
MR112;CONJUNCTIVE_CONTRACT;Test-08;5;2;4;[id, new_client, delivery, status, order];[delivery, new_client];[id, status];[];[];[];[]
MR75;CONJUNCTIVE_EXTEND;Test-05;9;2;2;[reference, new_client, delivery, customer, payment, status, from, to, order];[id];[total];[];[];[];[]
MR236;CONJUNCTIVE_EXTEND;Test-15;5;2;6;[id, reference, payment, status, order];[customer, delivery, to, total];[from, new_client];[];[];[];[]
MR35;CONJUNCTIVE_EXTEND;Test-03;4;4;6;[delivery, customer, from, order];[status, total];[to];[id, new_client];[reference];[];[]
